ID,EffectAura,DifficultyID,EffectIndex,Effect,EffectAmplitude,EffectAttributes,EffectAuraPeriod,EffectBonusCoefficient,EffectChainAmplitude,EffectChainTargets,EffectItemType,EffectMechanic,EffectPointsPerResource,EffectPos_facing,EffectRealPointsPerLevel,EffectTriggerSpell,BonusCoefficientFromAP,PvpMultiplier,Coefficient,Variance,ResourceCoefficient,GroupSizeBasePointsCoefficient,EffectBasePointsF,EffectMiscValue_0,EffectMiscValue_1,EffectRadiusIndex_0,EffectRadiusIndex_1,EffectSpellClassMask_0,EffectSpellClassMask_1,EffectSpellClassMask_2,EffectSpellClassMask_3,ImplicitTarget_0,ImplicitTarget_1,SpellID
303256,430,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1216,0,0,0,0,0,0,0,1,0,205387
303277,3,17,0,6,0,0,2000,0,1,0,0,33,0,0,0,0,0,1,0,0,0,1,28.41320991516,0,0,0,0,0,0,0,0,6,0,204859
303351,395,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6116,0,0,0,0,0,0,0,6,0,205429
303378,395,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6116,0,0,0,0,0,0,0,6,0,205445
303433,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16,0,0,0,0,18,86,205475
303752,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41263,0,0,0,0,0,0,0,1,0,205583
303819,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,205616,0,0,0,0,0,0,0,0,6,0,205619
303848,0,0,0,114,0,0,0,0.25,1,0,0,16,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14,0,0,0,0,87,16,205644
303849,11,0,1,6,0,0,0,0,1,0,0,16,0,0,0,0,0,1,0,0,0,1,400,0,0,0,14,0,0,0,0,87,16,205644
303865,4,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,0,0,0,0,0,0,0,1,0,205653
304070,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41330,0,0,0,0,0,0,0,1,0,205783
304076,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41328,0,0,0,0,0,0,0,1,0,205786
304080,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41329,0,0,0,0,0,0,0,1,0,205787
304132,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41359,0,0,0,0,0,0,0,1,0,205815
305239,0,0,0,179,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6216,0,0,0,0,0,0,0,87,138,206399
305512,0,0,0,267,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1516,0,0,0,0,0,0,0,1,0,206582
305628,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41559,0,0,0,0,0,0,0,1,0,206670
305692,0,0,0,77,0,0,0,0,1,0,0,0,0,0,0,206716,0,1,0,0,0,1,206716,0,0,0,0,0,0,0,0,1,0,206718
306256,87,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,16,0,0,0,0,0,0,0,6,0,207072
306305,468,0,0,6,0,0,0,0,1,0,0,0,0,0,0,207105,0,1,0,0,0,1,16,0,0,0,0,0,0,0,0,1,0,207106
306315,395,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6316,0,0,0,0,0,0,0,1,0,207114
306326,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,104605,64,16,0,0,0,0,0,86,0,207121
306431,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41734,0,0,0,0,0,0,0,1,0,207190
306511,0,0,0,220,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,616,0,0,0,0,0,0,0,1,0,207247
306529,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16,0,0,0,0,22,15,207261
306934,0,0,1,61,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,50255,0,0,0,0,0,0,0,0,0,207535
307188,0,15,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,559.75592041016,0,0,0,0,0,0,0,0,25,0,203175
307324,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41805,0,0,0,0,0,0,0,1,0,207745
307462,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41812,0,0,0,0,0,0,0,1,0,207842
307513,0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,207887,0,1,0,0,0,1,0,0,0,0,16,0,0,0,0,53,91,207883
307534,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,249,0,0,0,0,0,0,0,1,0,207899
307747,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,250,0,0,0,0,0,0,0,1,0,208016
307749,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,251,0,0,0,0,0,0,0,1,0,208018
307807,0,0,0,28,0,0,0,0,1,0,0,0,0,5.77704000473,0,0,0,1,0,0,0,1,0,105072,3794,16,0,0,0,0,0,141,0,208063
307984,0,0,0,61,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,49816,0,0,0,0,0,0,0,1,0,208171
308151,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,208281,0,1,0,0,0,1,10,0,0,0,16,0,0,0,0,1,0,208279
308217,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,208316,0,0,0,0,0,0,0,0,1,0,208315
308347,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,105218,3799,16,0,0,0,0,0,32,0,208397
308365,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,105222,3801,16,0,0,0,0,0,32,0,208411
308372,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,105223,3794,16,0,0,0,0,0,32,0,208417
308374,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,105224,3795,16,0,0,0,0,0,32,0,208419
308376,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,105225,3797,16,0,0,0,0,0,32,0,208421
308463,0,0,0,179,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6216,0,0,0,0,0,0,0,63,0,208481
308707,168,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,20,16,0,0,0,0,0,0,0,1,0,208612
308730,0,0,3,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40702,0,0,0,0,0,0,0,1,0,199650
308760,4,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,0,0,0,0,0,0,0,1,0,208640
308999,0,0,0,267,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1816,0,0,0,0,0,0,0,18,0,208787
309082,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39695,0,0,0,0,0,0,0,1,0,208843
309084,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39695,0,0,0,0,0,0,0,1,0,208844
309086,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39695,0,0,0,0,0,0,0,1,0,208845
309088,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39695,0,0,0,0,0,0,0,1,0,208846
309090,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39695,0,0,0,0,0,0,0,1,0,208847
309092,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39695,0,0,0,0,0,0,0,1,0,208848
309094,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39695,0,0,0,0,0,0,0,1,0,208849
309096,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39695,0,0,0,0,0,0,0,1,0,208850
309098,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39695,0,0,0,0,0,0,0,1,0,208851
309100,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39695,0,0,0,0,0,0,0,1,0,208852
309102,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39695,0,0,0,0,0,0,0,1,0,208853
309104,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39695,0,0,0,0,0,0,0,1,0,208854
309106,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39695,0,0,0,0,0,0,0,1,0,208855
309108,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39695,0,0,0,0,0,0,0,1,0,208856
309110,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39695,0,0,0,0,0,0,0,1,0,208857
309112,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39695,0,0,0,0,0,0,0,1,0,208858
309114,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39695,0,0,0,0,0,0,0,1,0,208859
309161,0,0,1,134,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,103816,0,0,0,0,0,0,0,1,0,208883
309539,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16,16,0,0,0,0,47,0,209131
309582,4,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-30,16,0,0,0,0,0,0,0,25,0,209165
309584,4,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-30,16,0,0,0,0,0,0,0,25,0,209165
309586,4,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,30,16,0,0,0,0,0,0,0,25,0,209166
309588,4,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,30,16,0,0,0,0,0,0,0,25,0,209166
309626,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41963,0,0,0,0,0,0,0,1,0,209197
309747,0,0,0,28,0,0,0,0,1,0,0,0,0,4.0081486702,0,0,0,1,0,0,0,1,0,105634,3775,16,0,0,0,0,0,141,0,209283
310059,0,0,0,179,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6616,0,0,0,0,0,0,0,87,0,209500
310198,4,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-99,16,0,0,0,0,0,0,0,25,0,209596
310199,4,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-99,16,0,0,0,0,0,0,0,25,0,209596
310319,0,0,0,267,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1916,0,0,0,0,0,0,0,18,0,209680
310331,430,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1255,0,0,0,0,0,0,0,1,0,209684
310557,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42061,0,0,0,0,0,0,0,1,0,209825
310840,0,16,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.09882353246,0,1,237.89625549316,0,0,0,0,0,0,0,0,25,0,204483
310842,0,14,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.09777777642,0,1,125.94508361816,0,0,0,0,0,0,0,0,25,0,204483
310908,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42072,0,0,0,0,0,0,0,1,0,210011
310911,0,0,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42073,0,0,0,0,0,0,0,1,0,209850
310951,108,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,16,0,1,0,210032
311028,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42078,0,0,0,0,0,0,0,1,0,210078
311193,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42084,0,0,0,0,0,0,0,1,0,210174
311195,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42085,0,0,0,0,0,0,0,1,0,210175
311626,0,0,0,28,0,0,0,0,1,0,0,0,0,3.12413930893,0,0,0,1,0,0,0,1,0,106001,3775,16,0,0,0,0,0,141,0,210441
311748,0,0,0,267,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2016,0,0,0,0,0,0,0,18,0,210512
311760,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,114357,3816,0,0,0,0,0,0,46,0,210521
311822,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,254,0,0,0,0,0,0,0,1,0,210560
311830,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,255,0,0,0,0,0,0,0,1,0,210565
311835,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,256,0,0,0,0,0,0,0,1,0,210568
312168,0,0,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40708,0,0,0,0,0,0,0,1,0,199701
312284,0,0,1,30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,0,0,0,0,0,0,0,1,0,210808
312304,0,0,4,203,0,0,0,0,1,0,0,0,0,0,0,205233,0,1,0,0,0,1,0,0,0,40,16,0,0,0,0,47,16,202364
312319,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,258,0,0,0,0,0,0,0,1,0,210851
312432,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,257,0,0,0,0,0,0,0,1,0,210915
312460,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,259,0,0,0,0,0,0,0,1,0,210936
312462,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,260,0,0,0,0,0,0,0,1,0,210938
312463,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,261,0,0,0,0,0,0,0,1,0,210939
312464,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,262,0,0,0,0,0,0,0,1,0,210940
312465,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,263,0,0,0,0,0,0,0,1,0,210941
312467,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,264,0,0,0,0,0,0,0,1,0,210943
312468,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,265,0,0,0,0,0,0,0,1,0,210944
312469,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,306,0,0,0,0,0,0,0,1,0,210945
312474,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,267,0,0,0,0,0,0,0,1,0,210949
312475,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,305,0,0,0,0,0,0,0,1,0,210950
312476,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,269,0,0,0,0,0,0,0,1,0,210951
312477,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,270,0,0,0,0,0,0,0,1,0,210952
312478,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,271,0,0,0,0,0,0,0,1,0,210953
312479,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,272,0,0,0,0,0,0,0,1,0,210954
312480,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,273,0,0,0,0,0,0,0,1,0,210955
312481,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,274,0,0,0,0,0,0,0,1,0,210956
312482,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,275,0,0,0,0,0,0,0,1,0,210957
312483,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,276,0,0,0,0,0,0,0,1,0,210958
312484,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,277,0,0,0,0,0,0,0,1,0,210959
312485,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,278,0,0,0,0,0,0,0,1,0,210960
312486,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,279,0,0,0,0,0,0,0,1,0,210961
312487,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,280,0,0,0,0,0,0,0,1,0,210962
312488,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,281,0,0,0,0,0,0,0,1,0,210963
312489,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,282,0,0,0,0,0,0,0,1,0,210964
312490,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,283,0,0,0,0,0,0,0,1,0,210965
312491,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,284,0,0,0,0,0,0,0,1,0,210966
312492,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,285,0,0,0,0,0,0,0,1,0,210967
312493,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,286,0,0,0,0,0,0,0,1,0,210968
312723,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,290,0,0,0,0,0,0,0,1,0,211114
313043,0,0,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42167,0,0,0,0,0,0,0,1,0,211291
313402,0,0,0,267,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2116,0,0,0,0,0,0,0,18,0,211569
313545,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42189,0,0,0,0,0,0,0,25,0,211644
313619,3,15,0,6,0,0,250,0,1,0,0,0,0,0,0,0,0,1,0,0.10000000149,0,1,559.75592041016,0,0,0,0,0,0,0,0,25,0,207631
313655,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42192,0,0,0,0,0,0,0,25,0,211679
313927,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,106792,3823,16,0,0,0,0,0,47,138,211870
313970,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42212,0,0,0,0,0,0,0,25,0,211892
314086,0,0,0,189,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,54714,416,0,0,0,0,0,0,1,0,211972
314698,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,296,0,0,0,0,0,0,0,1,0,212279
314784,0,0,1,32,0,0,0,0,1,0,0,0,0,0,0,212352,0,1,0,0,0,1,0,0,0,16,16,0,0,0,0,32,0,210932
314899,0,0,0,216,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,1,0,295,0,0,0,0,0,0,0,1,0,212394
314929,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,107021,64,16,0,0,0,0,0,47,0,212418
315381,0,0,0,28,0,0,0,0,1,0,0,0,0,3.64773821831,0,0,0,1,0,0,0,1,0,107195,3833,16,0,0,0,0,0,141,0,212664
315600,0,0,0,179,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7042,0,16,0,0,0,0,0,47,0,212782
315722,0,0,0,204,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,99,16,0,0,0,0,0,0,0,90,0,212856
315785,0,0,0,267,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2255,0,0,0,0,0,0,0,18,0,212904
316147,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42427,0,0,0,0,0,0,0,1,0,213132
316473,293,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,716,0,0,0,0,0,0,0,1,0,213351
316873,0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,213587,0,1,0,0,0,1,0,0,0,8,16,0,0,0,0,47,86,213586
316916,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42456,0,0,0,0,0,0,0,25,0,213604
317022,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16,0,0,0,0,18,8,213660
317024,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16,0,0,0,0,18,8,213661
317025,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16,0,0,0,0,18,8,213662
317050,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42480,0,0,0,0,0,0,0,25,0,213671
317075,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42482,0,0,0,0,0,0,0,25,0,213684
317128,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16,0,0,0,0,18,8,213717
317129,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16,0,0,0,0,18,8,213718
317130,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16,0,0,0,0,18,8,213719
317131,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16,0,0,0,0,18,8,213720
317139,143,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,30,16,0,0,0,0,0,0,0,21,0,204366
317304,0,0,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,213820
317318,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42507,0,0,0,0,0,0,0,25,0,213827
317473,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42513,0,0,0,0,0,0,0,1,0,213906
317636,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42527,0,0,0,0,0,0,0,1,0,214008
317637,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42528,0,0,0,0,0,0,0,1,0,214009
317638,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42529,0,0,0,0,0,0,0,1,0,214010
317639,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42530,0,0,0,0,0,0,0,1,0,214011
317640,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42531,0,0,0,0,0,0,0,1,0,214012
317641,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42532,0,0,0,0,0,0,0,1,0,214013
317875,0,0,0,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,107816,0,0,0,0,0,0,0,1,0,214084
317990,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42569,0,0,27,0,0,0,0,22,7,214149
317991,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42570,0,0,27,0,0,0,0,22,7,214150
317992,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42571,0,0,27,0,0,0,0,22,7,214151
317993,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42572,0,0,27,0,0,0,0,22,7,214152
317994,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42573,0,0,27,0,0,0,0,22,7,214153
317995,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42574,0,0,27,0,0,0,0,22,7,214154
317996,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42575,0,0,27,0,0,0,0,22,7,214155
317997,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42576,0,0,27,0,0,0,0,22,7,214156
317998,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42577,0,0,27,0,0,0,0,22,7,214157
318000,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42579,0,0,27,0,0,0,0,22,7,214159
318001,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42580,0,0,27,0,0,0,0,22,7,214160
318002,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42581,0,0,27,0,0,0,0,22,7,214161
318248,0,0,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42595,0,0,0,0,0,0,0,25,0,214319
318259,0,0,0,150,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42516,0,0,0,0,0,0,0,1,0,214327
318383,0,0,5,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40701,0,0,0,0,0,0,0,1,0,199649
318393,0,0,1,114,0,0,0,1,1,0,0,16,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,214413
318394,11,0,2,6,0,0,0,0,1,0,0,16,0,0,0,0,0,1,0,0,0,1,200,0,0,0,0,0,0,0,0,6,0,214413
318632,0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,214543,0,1,0,0,0,1,0,0,0,0,16,0,0,0,0,53,86,214540
319030,0,0,0,267,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2416,0,0,0,0,0,0,0,1,0,214785
