SourceText_lang,Description_lang,CreatureID,IconFileDataID,SummonSpellID,Flags,PetTypeEnum,SourceTypeEnum,ID,CardUIModelSceneID,LoadoutUIModelSceneID
,,65831,618975,0,56,6,-1,828,6,7
,,65827,618976,0,56,2,-1,829,6,7
,,65828,618977,0,56,0,-1,830,6,7
,,65833,618978,0,56,5,-1,831,6,7
,,65832,618979,0,56,9,-1,832,6,7
,,65834,618980,0,56,3,-1,833,6,7
"|cFFFFD200Drop:|r Karr the Darkener|n|cFFFFD200Zone:|r Dread Wastes|n|n","Mogu sorcerers, keepers of the secret to bringing stone to life, prefer these stolid companions over more beastly familiars.",64634,399041,126251,2,6,0,834,6,7
"|cFFFFD200Achievement: |rLing-Ting's Herbal Journey|n|cFFFFD200Category: |rDungeons and Raids","The great big world can be a dangerous place for such a tiny, adorable creature.",64632,594273,126247,82,0,4,835,6,7
"|cFFFFD200Drop:|r Nalash Verdantis|n|cFFFFD200Zone:|r Dread Wastes|n|n","Water striders serve an important role in Jinyu culture, acting as a mount, means of sending communications, and even a family pet.",64633,133942,126249,2,8,0,836,6,7
"|cFFFFD200Pet Battle: |rDeepholm","Adventurers have reported rare sightings of a monstrous sized emerald shale spider, which the denizens of Deepholm have come to call the Jadefang.",62915,134397,0,26,6,4,837,6,7
"|cFFFFD200Pet Battle: |rDeepholm, Desolace","Adult amethyst shale spiders prefer to create their nests against the outer walls of Deepholm.",62182,134399,0,26,6,4,838,6,7
"|cFFFFD200Profession: |rEngineering","Constructed from a seemingly impossible mass of gears, springs, wires, and a little something special, this dragonling embodies the spirit of Pandaria as seen through an engineer's goggles.",64899,236473,126885,2,9,3,844,6,7
"|cFFFFD200Profession:|r Jewelcrafting|n","Jade is naturally rich with life and color, making it the perfect raw material for this gentle companion.  It is said the wind created by their wings can soothe the troubled mind.",61877,133247,120501,2,5,3,845,6,7
"|cFFFFD200Profession:|r Jewelcrafting|n","While each cub is crafted in the same fashion, tiny imperfections in the gemstones create a unique personality when imbued with life.  They are, however, always playful and friendly.",61883,133236,120507,2,5,3,846,6,7
"|cFFFFD200Quest: |rLet Them Burn|n|cFFFFD200Zone: |rThe Jade Forest","Many believe (incorrectly) that goldfish have no memories. Trainers who have worked with them know this is clearly not the case and have the bruises to prove it.",62829,237309,122748,2,8,1,847,6,7
,,66490,134158,0,48,1,0,939,6,7
"|cFFFFD200Profession: |rInscription","A beautiful kite brought to life by the scribes of Pandaria.",66104,604252,127008,146,2,3,849,6,7
"|cFFFFD200Profession: |rInscription","Who knew scribes could make kites?",66105,133840,127006,146,2,3,850,6,7
"|cFFFFD200Pet Battle: |rUldum","Not only is it quick, it's loud too!",62894,463491,0,26,7,4,851,33,7
"|cFFFFD200Achievement: |rThat's a Lot of Pet Food|n|cFFFFD200Category: |rCollect","Seems odd that he doesn't like flies... right?",66491,463540,130759,82,6,5,855,6,7
"|cFFFFD200Achievement: |rTime To Open a Pet Store|n|cFFFFD200Category: |rPet Battles","Careful now, she can get a bit frisky sometimes!",66450,254105,130726,82,6,5,856,6,7
"|cFFFFD200Quest: |rPandaren Spirit Tamer|n|cFFFFD200Zone: |rVale of Eternal Blossoms","Water spirits are especially mischievous, and are known to frequent the canals of the Stormstout Brewery.",66950,656560,131590,2,6,1,868,36,7
,,64335,136040,0,48,7,-1,872,6,7
,,64334,136040,0,48,7,-1,873,6,7
,,65659,647701,0,48,4,-1,874,6,7
,,65660,135996,0,48,2,1,875,6,7
,,65661,134065,0,48,9,-1,876,6,7
,,65668,254857,0,48,4,-1,877,6,7
,,66964,254857,0,48,4,-1,878,6,7
,,66965,254857,0,48,4,-1,879,6,7
,,65662,132196,0,48,7,4,880,6,7
,,65664,132196,0,48,7,-1,881,6,7
,,65665,132196,0,48,7,-1,882,6,7
,,66982,134134,0,48,5,-1,883,6,7
,,66983,132242,0,48,7,2,884,6,7
,,65677,651242,0,48,7,4,885,6,7
,,65675,136036,0,48,2,-1,886,6,7
,,65676,132921,0,48,2,0,887,6,7
,,66930,132834,0,48,0,7,888,6,7
,,66144,133570,0,48,4,-1,889,6,7
,,66145,463491,0,48,7,-1,890,6,7
,,66154,132242,0,48,7,-1,891,6,7
,,66155,132368,0,48,4,-1,892,6,7
,,66156,132368,0,48,7,-1,893,6,7
,,66329,236193,0,48,2,-1,894,6,7
,,66330,442735,0,48,4,-1,895,6,7
,,66331,132186,0,48,8,-1,896,6,7
,,66333,132196,0,48,7,-1,897,6,7
,,66334,463569,0,48,4,-1,898,6,7
,,66335,132211,0,48,7,-1,899,6,7
,,66375,464159,0,48,4,-1,900,6,7
,,66376,134395,0,48,6,-1,901,6,7
,,66377,237579,0,48,8,-1,902,6,7
"|cFFFFD200Promotion:|r StarCraft II: Heart of the Swarm Collector's Edition","A rolling, explosive member of the Zerg swarm, the baneling deals terrible, terrible damage. Very dangerous in close quarters.",66984,656595,131650,82,4,7,903,6,7
,,66361,656350,0,48,4,-1,904,6,7
,,66363,132211,0,48,7,-1,905,6,7
,,66364,132833,0,48,1,0,906,6,7
,,66427,134322,0,48,9,-1,907,6,7
,,66428,133883,0,48,9,8,908,6,7
,,66429,466036,0,48,9,-1,909,6,7
,,66438,134154,0,48,1,-1,911,6,7
,,66439,134154,0,48,1,-1,912,6,7
,,66966,134154,0,48,1,-1,913,6,7
,,66453,463491,0,48,7,-1,915,6,7
,,66454,134324,0,48,4,-1,916,6,7
,,66455,133570,0,48,4,-1,917,6,7
,,66443,136219,0,48,5,-1,921,6,7
,,66444,294482,0,48,5,6,922,6,7
,,66445,133861,0,48,9,-1,923,6,7
,,66414,236193,0,48,2,-1,924,6,7
,,66416,134971,0,48,5,-1,925,6,7
,,66417,134157,0,48,1,7,926,6,7
,,66468,132150,0,48,2,4,927,6,7
,,66469,132252,0,48,7,-1,928,6,7
,,66470,134155,0,48,1,0,929,6,7
,,66481,134437,0,48,5,-1,931,6,7
,,66482,651538,0,48,7,-1,932,6,7
,,66483,254857,0,48,4,-1,933,6,7
,,66485,132104,0,48,3,-1,934,6,7
,,66486,132196,0,48,7,-1,935,6,7
,,66487,648918,0,48,7,0,936,6,7
,,66488,134154,0,48,1,0,937,6,7
,,66489,134157,0,48,1,0,938,6,7
,,66531,133712,0,48,9,-1,950,6,7
,,66532,387415,0,48,9,7,951,6,7
,,66533,134239,0,48,9,7,952,6,7
,,66534,134532,0,48,0,-1,953,6,7
,,66535,132197,0,48,5,6,954,6,7
,,66536,236196,0,48,2,-1,955,6,7
,,66537,134060,0,48,7,-1,956,6,7
,,66538,134297,0,48,4,-1,957,6,7
,,66539,237579,0,48,8,-1,958,6,7
,,66540,656553,0,48,8,3,959,6,7
,,66541,656554,0,48,8,3,960,6,7
,,66542,132806,0,48,8,3,961,6,7
,,66543,134539,0,48,1,7,962,6,7
,,66544,135794,0,48,6,-1,963,6,7
,,66545,132849,0,48,5,2,964,6,7
,,66613,655866,0,48,8,-1,965,6,7
,,66614,250626,0,48,2,-1,966,6,7
,,66615,250626,0,48,2,-1,967,6,7
,,66616,133730,0,48,3,-1,968,6,7
,,66618,237272,0,48,3,6,969,6,7
,,66619,134555,0,48,3,-1,970,6,7
,,66620,134154,0,48,3,-1,971,6,7
,,66996,237441,0,48,3,7,972,6,7
,,66997,236233,0,48,1,0,973,6,7
,,66624,134324,0,48,4,-1,974,6,7
,,66626,134895,0,48,7,-1,975,6,7
,,66627,651538,0,48,7,-1,976,6,7
,,66628,133941,0,48,6,2,977,6,7
,,66629,132247,0,48,9,-1,978,6,7
,,66631,236243,0,48,7,2,979,6,7
,,66806,294474,0,48,4,-1,980,6,7
,,66807,463491,0,48,7,-1,981,6,7
,,66808,136116,0,48,5,-1,982,6,7
,,66802,399040,0,48,6,0,983,6,7
,,66804,237144,0,48,4,-1,984,6,7
,,66805,134396,0,48,6,-1,985,6,7
,,66809,132196,0,48,7,-1,986,6,7
,,66810,136199,0,48,5,-1,987,6,7
,,66811,464139,0,48,6,-1,988,6,7
,,66812,134936,0,48,4,-1,989,6,7
,,66813,236193,0,48,2,-1,990,6,7
,,66814,132211,0,48,7,-1,991,6,7
,,66709,133936,0,48,8,-1,992,6,7
,,66710,132211,0,48,7,-1,993,6,7
,,66711,236196,0,48,2,4,994,6,7
,,66715,648918,0,48,7,4,995,6,7
,,66716,646148,0,48,6,0,996,6,7
,,66718,133939,0,48,6,1,997,6,7
,,66712,648918,0,48,7,-1,998,6,7
,,66713,656345,0,48,8,4,999,6,7
,,66714,236193,0,48,2,4,1000,6,7
,,66719,237397,0,48,7,4,1001,6,7
,,66720,254857,0,48,4,4,1002,6,7
,,66721,250626,0,48,2,4,1003,6,7
,,66923,133942,0,48,8,0,1004,6,7
,,66925,442735,0,48,4,4,1005,6,7
,,66926,135851,0,48,6,6,1006,6,7
,,66722,644001,0,48,7,4,1007,6,7
,,66723,399041,0,48,6,0,1008,6,7
,,66724,132186,0,48,8,4,1009,6,7
,,66725,645906,0,48,8,4,1010,6,7
,,66726,652138,0,48,1,4,1011,6,7
,,66728,646325,0,48,4,4,1012,6,7
"|cFFFFD200Pet Battle:|r  Krasarang Wilds|n|cFFFFD200Event:|r  Wanderer's Festival","Legend has it that a seadragon turtle just like this one grew up to become Shen-zin Su, the Wandering Isle. Perhaps your little turtle will grow into something amazing?",67022,656342,0,26,8,4,1013,34,7
"|cFFFFD200Profession: |rTailoring (Imperial Silk)","The larval form of this moth is world-renowned for creating the finest silk in Azeroth.",67230,236193,132574,2,2,3,1039,6,7
"|cFFFFD200Profession:|r Tailoring (Imperial Silk)|n","This plump red caterpillar is world-renowned for creating the finest silk in Azeroth.",67233,648918,132580,2,4,3,1040,6,7
"|cFFFFD200Quest:|r Sho, Requires Exalted Friendship Faction|n|cFFFFD200Zone:|r Valley of the Four Winds","Be careful, he might eat all your crops!",63370,646325,123784,26,4,1,1042,6,7
"|cFFFFD200Drop: |rEmperor Vek'lor|n|cFFFFD200Zone: |rAhn'Qiraj","An anubisath idol from the Temple of Ahn'qiraj, infused with ancient qiraji magic.",68659,134908,135267,2,0,0,1155,35,7
"|cFFFFD200Vendor: |rLhara|n|cFFFFD200Zone: |rDarkmoon Island|n|cFFFFD200Cost: |r90|TINTERFACE\ICONS\inv_misc_ticket_darkmoon_01:0|t","Most of Violet's numerous forest strider hatchlings are turned into Faire fare by Stamp Thunderhorn, though a few are raised as mounts or purchased by adventurers looking for a petite purple pet.",67319,132198,132762,2,4,2,1061,35,7
"|cFFFFD200Pet Battle:|r Darkmoon Island|n","Their eerie green light, reminiscent of fel flames, is occasionally seen flitting through the twisted trees of Darkmoon Island.",67329,1044485,0,26,2,4,1062,6,7
"|cFFFFD200Drop:|r Darkmoon Pet Supplies|n","Don't even think about cheating now.",67332,136155,132789,2,5,0,1063,39,7
|n,,67384,136155,0,48,5,4,1065,6,7
,,67382,132159,0,48,7,4,1066,6,7
,,67383,133015,0,48,9,4,1067,6,7
"|cFFFFD200Pet Battle: |rOccasionally appears alongside other creatures during battles on Darkmoon Island.","While smaller than the infamous ravens of Gilneas, crows are no less clever or cunning.",67443,645217,0,26,2,4,1068,6,7
"|cFFFFD200Drop:|r White Murloc Egg","Terky is as shy as she is adorable, preferring the company of close friends over new ones.",16445,656558,28487,82,0,0,1073,6,7
"|cFFFFD200In-Game Shop|r","A playful, purring pyromaniac. Don't pet these kittens without fireproof mittens!",68267,666530,134538,82,6,9,1117,6,7
"|cFFFFD200Quest: |rPandaren Spirit Tamer|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n","Though it appears to be a vaguely-related cousin to the Cinder Kitten, the two creatures actually share no ancestry.",68466,774324,134892,2,6,1,1124,36,7
"|cFFFFD200Quest: |rPandaren Spirit Tamer|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n","These spirits represent the heart of Pandaria's elemental powers.",68467,774322,134894,2,6,1,1125,36,7
"|cFFFFD200Quest: |rPandaren Spirit Tamer|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n","The elements of Pandaria can be cute and playful, until their homeland is threatened.",68468,774323,134895,2,6,1,1126,36,7
"|cFFFFD200Promotion:|r Battle.net World Championship Shanghai 2012","Capable of sitting in even the smallest of boxes, thanks to its ghostly nature.",68502,298591,132759,16466,5,7,1127,6,7
"|cFFFFD200Pet Battle:|r Krasarang Wilds","A rodent of usual size.",68506,645526,0,26,7,4,1128,6,7
,,68555,651538,0,1072,4,4,1129,6,7
,,68567,134153,0,48,1,4,1130,6,7
,,68568,236196,0,48,2,4,1131,6,7
,,68569,133922,0,48,8,4,1132,6,7
,,68570,643423,0,48,8,4,1133,6,7
,,68572,252178,0,48,5,4,1134,6,7
,,68575,236193,0,48,2,4,1135,6,7
,,68571,630863,0,48,1,4,1136,6,7
,,68573,648644,0,48,7,4,1137,6,7
|n|n,,68577,656560,0,48,6,1,1138,6,7
,,68580,774324,0,48,6,-1,1139,6,7
,,68579,774322,0,48,6,-1,1140,6,7
,,68578,774323,0,48,6,-1,1141,6,7
"|cFFFFD200Vendor: |rQuackenbush|n|cFFFFD200Zone: |rDeeprun Tram|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|cFFFFD200Reputation: |rBizmo's Brawlpub, Rank 3|n|n|cFFFFD200Vendor: |rPaul North|n|cFFFFD200Zone: |rBrawl'gar Arena|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|cFFFFD200Reputation: |rBrawl'gar Arena, Rank 3","Created for one purpose and one purpose alone: to punch little critters, as hard as it possibly can.",68601,134152,135156,18,9,2,1142,39,7
"|cFFFFD200Drop: |rMaexxna|n|cFFFFD200Zone: |rNaxxramas","Found in a dusty egg clutch at the back of Maexxna's lair, these creatures are already undead when they hatch.",68656,134899,135254,2,3,0,1143,6,7
"|cFFFFD200Drop: |rLoatheb|n|cFFFFD200Zone: |rNaxxramas","Loatheb's body is covered in small pods capable of spreading blighted fungal spores up to 1000 yards given proper wind conditions.",68657,571319,135255,2,3,0,1144,6,7
"|cFFFFD200Achievement: |rRaiding with Leashes|n|cFFFFD200Category: |rCollect","Upon exiting the freezing necropolis of Naxxramas, Mr. Bigglesworth promptly found a warm spot in the sun to take a long nap in.",68655,656579,135256,82,3,5,1145,6,7
"|cFFFFD200Drop: |rGluth|n|cFFFFD200Zone: |rNaxxramas","When Gluth died to a band of brave adventurers, these lil' guys were found in the corpse, gnawing on giant, undead bones.",68654,133718,135257,2,3,0,1146,6,7
"|cFFFFD200Drop: |rSulfuron Harbinger|n|cFFFFD200Zone: |rMolten Core","Few of these fiery harbingers remain following Ragnaros' defeat in the Firelands.",68665,132312,135258,2,0,0,1147,35,7
"|cFFFFD200Drop: |rMagmadar|n|cFFFFD200Zone: |rMolten Core","These tiny flame imps roam the Molten Core in large swarms and can replenish their numbers rapidly.",68664,136218,135259,2,0,0,1149,6,7
"|cFFFFD200Drop: |rGolemagg the Incinerator|n|cFFFFD200Zone: |rMolten Core|n","The cooled core of Golemagg, it appears to retain some semi-sentient properties.",68666,237011,135259,2,6,0,1150,39,7
"|cFFFFD200Drop: |rRazorgore the Untamed|n|cFFFFD200Zone: |rBlackwing Lair","One of Razorgore's eggs that miraculously survived in Blackwing Lair.",68661,236469,135263,2,1,0,1151,6,7
"|cFFFFD200Drop: |rChromaggus|n|cFFFFD200Zone: |rBlackwing Lair","Opponents that face this fierce chromatic monstrosity just hope it doesn't have Time Stop!",68662,377270,135264,2,1,0,1152,6,7
"|cFFFFD200Drop: |rBroodlord Lashlayer|n|cFFFFD200Zone: |rBlackwing Lair","A runt of the Black Talon, left to guard the whelps.",68663,236472,135265,2,1,0,1153,6,7
"|cFFFFD200Drop: |rViscidus|n|cFFFFD200Zone: |rAhn'Qiraj","This small globule didn't make it back to Viscidus in time to re-form.",68660,132108,135266,2,5,0,1154,6,7
"|cFFFFD200Drop: |rThe Prophet Skeram|n|cFFFFD200Zone: |rAhn'Qiraj","The bane of many an adventurer, to look into its eyes is to truly know madness.",68658,134896,135268,2,5,0,1156,6,7
"|cFFFFD200Pet Battle:|r Northern Barrens","They only get more beautiful as they age.",68804,132921,0,26,0,4,1157,6,7
"|cFFFFD200Pet Battle:|r Feralas","Hunted by locals for years, this is an extremely rare specimen.",68805,458252,0,26,0,4,1158,36,7
"|cFFFFD200Pet Battle:|r Hillsbrad Foothills|n","Most people have never read this book.",68806,133740,0,26,5,4,1159,6,7
"|cFFFFD200Pet Battle:|r Deadwind Pass|n","Never take your eye off of it.",68819,134416,0,26,5,4,1160,39,7
"|cFFFFD200Pet Battle:|r Caverns of Time|n","You better believe he knows what time it is.",68820,298656,0,26,1,4,1161,6,7
"|cFFFFD200Pet Battle:|r Gnomeregan|n","Originally created by the engineers in the bowels of Gnomeregan, the Fluxfire Feline is a marvel of modern engineering.",68838,668552,0,26,9,4,1162,6,7
"|cFFFFD200Pet Battle:|r Winterspring|n","The engineering wizards in Everlook created this unique cub as a test model.  Unfortunately a few went rogue and were never recovered.",68839,773096,0,26,9,4,1163,6,7
"|cFFFFD200Pet Battle:|r Blade's Edge Mountains|n","This model of raptors is produced in the Blade's Edge Mountains.  Their robotic roars are a common sound near Toshley Station.",68841,774414,0,26,9,4,1164,6,7
"|cFFFFD200Pet Battle:|r Coldarra|n","The runts of Malygos brood, these whelplings are prized for their boundless arcane magics.",68845,797547,0,26,1,4,1165,6,7
"|cFFFFD200Pet Battle:|r Kun-Lai Summit|n","Indigenous to the peaks of Kun-Lai Summit, this rare yeti is much more dangerous than it looks.",68846,797882,0,26,0,4,1166,6,7
"|cFFFFD200Pet Battle:|r Sholazar Basin|n","These beautiful drakes can be found across the shores of Northrend.",68850,587740,0,26,1,4,1167,34,7
"|cFFFFD200Promotion:|r Korean Promotional Event","Murki is one of the world's rarest species of murloc.",15361,132834,25018,16466,0,7,1168,6,7
"|cFFFFD200Trading Card Game:|r Betrayal of the Guardian","A fel-tainted tome whose secrets are so terrible and bizarre that its pages have taken on an eerie semblance of life. Found on many a warlock's nightstand.",69208,355498,136484,2,5,8,1174,33,7
"|cFFFFD200Pet Battle: |rIsle of Thunder","Touched by lightning, these dangerous rodents should be kept at a safe distance.",69648,796787,0,26,6,4,1175,6,7
"|cFFFFD200Quest:|r Beasts of Fable|n","Can you believe how cute I am?  Me neither.",69649,774009,137568,82,7,1,1176,6,7
"|cFFFFD200Drop:|r Throne of Thunder|n|n","Born of sand, these dangerous creatures can form and disperse in the blink of an eye.",69748,796636,137977,2,6,0,1177,6,7
"|cFFFFD200Drop: |rHaywire Sunreaver Construct|n|cFFFFD200Zone: |rIsle of Thunder","Loyal to the Sunreavers from creation, these pint-sized constructs can still pack a punch.",69778,838516,138082,2,9,0,1178,6,7
"|cFFFFD200Pet Battle: |rIsle of Thunder","Lightning can be seen flowing across its body, teeth to tail.",69794,801473,0,26,6,4,1179,6,7
"|cFFFFD200Drop: |rZandalari Dinomancer|n|cFFFFD200Zone: |rIsle Of Giants","This unique raptor was born on the island of Zandalar and transported here along with the rest of the Zandalari army.",69796,797325,138087,2,7,0,1180,6,7
"|cFFFFD200Pet Battle: |rIsle of Thunder","These snakes have been known to swallow gnomes in one gulp.",69818,801474,0,26,7,4,1181,6,7
"|cFFFFD200Pet Battle: |rIsle of Thunder","Probably best not to touch it.",69819,804969,0,26,8,4,1182,6,7
"|cFFFFD200Drop:|r Animus|n|cFFFFD200Zone:|r Throne of Thunder","Forged in the Throne of Thunder, these tiny creations are servants of the great Dark Animus.",69820,838812,138161,2,9,0,1183,6,7
"|cFFFFD200Achievement: |rBrutal Pet Brawler|n|cFFFFD200Category: |rBattle","Even at this tiny size, Direhorns are known to wreak havoc on unsuspecting victims.",69849,840541,138287,82,7,5,1184,6,7
"|cFFFFD200Quest: |rA Large Pile of Giant Dinosaur Bones|n|cFFFFD200Zone: |rIsle Of Giants","Something about this creature looks familiar...",69848,838549,138285,2,5,1,1185,6,7
,,68558,644001,0,1072,7,4,1187,6,7
,,68559,645906,0,1072,8,4,1188,6,7
,,68560,646378,0,1072,7,4,1189,6,7
,,68561,646325,0,1072,4,4,1190,6,7
,,68562,133936,0,1072,8,4,1191,6,7
,,68563,237398,0,1072,7,4,1192,6,7
,,68564,633440,0,1072,8,4,1193,6,7
,,68565,646059,0,1072,4,4,1194,6,7
,,68566,643423,0,1072,8,4,1195,6,7
"|cFFFFD200Quest:|r Beasts of Fable|n","These cuddly rascals enjoy basking in the sun, sleeping in the sun, and napping in the sun.",69891,774009,138380,2,7,1,1196,6,7
"|cFFFFD200Quest:|r Beasts of Fable|n","The white fur of the Snowy Panda allows it to hide in the snowbanks of Kun-Lai Summit.",69893,838693,138381,2,7,1,1197,6,7
"|cFFFFD200Quest:|r Beasts of Fable|n","Cousin to the Snowy Panda, Mountain Pandas reside in the lower regions of Kun-Lai Summit.",69892,838691,138382,2,7,1,1198,6,7
"|cFFFFD200Drop: |rHorridon|n|cFFFFD200Zone: |rThrone of Thunder","Don't pet the pointy end. Note: all of the ends are pointy.",70083,840540,138825,2,7,0,1200,6,7
"|cFFFFD200Drop: |rG'nathus|n|cFFFFD200Zone: |rTownlong Steppes","Some Pandaren believe G'nathus to be an ancient Zandalari Loa left behind to guard the waters south of Lei Shen's island citadel.",70098,133898,138913,2,8,0,1201,6,7
,,85680,443397,0,50,0,-1,1502,6,7
"|cFFFFD200Drop:|r Ji-Kun|n|cFFFFD200Zone:|r Throne of Thunder","Deadly offspring of the Ancient Mother, Ji-Kun Hatchlings are considered sacred treasures in many cultures.",70144,838694,139148,2,2,0,1202,6,7
"|cFFFFD200Profession:|r Engineering|n","Every cook's dream wrapped up in a perfect bundle of metal and bolts. Too bad what he cooks up isn't suitable for humanoid consumption. According to Jard's notes, he intends to make this little guy for his friend, Emily Cole.",70082,798062,138824,2,9,3,1204,6,7
"|cFFFFD200Drop: |rDirehorns|n|cFFFFD200Zone:|r Isle of Giants|n","The Zandalari breed specific Direhorn species for their small size for use as mounts.",70154,840542,139153,2,7,0,1205,6,7
"|cFFFFD200Profession:|r Fishing","The red scales on these fish are believed to be a warning to predators of the Townlong Steppes and the Dread Wastes that their flesh is toxic. Dedicated fishermen can sometimes befriend one.",70257,850139,139361,2,8,3,1206,6,7
"|cFFFFD200Profession:|r Fishing","These little guys can be found in the waters of the Timeless Isle, or swimming alongside Jewel Danio or Redbelly Mandarin. Dedicated fishermen can sometimes befriend one.",70258,850137,139362,2,8,3,1207,6,7
"|cFFFFD200Profession:|r Fishing","It is believed that the green coloration and stripes on the tiny green carp serve as camouflage in the waters of the Jade Forest, Valley of the Four Winds and the Krasarang Wilds. Dedicated fishermen can sometimes befriend one.",70259,850138,139363,2,8,3,1208,6,7
"|cFFFFD200Profession:|r Fishing|n","These hardy fish can survive in a wide range of climates, from the snow capped mountains of Kun-Lai Summit to the temperate, salty waters of the oceans around Pandaria. Dedicated fishermen can sometimes befriend one.",70260,850140,139365,2,8,3,1209,6,7
"|cFFFFD200Drop: |rZandalari Dinomancer|n|cFFFFD200Zone: |rIsle Of Giants","These tiny minions of Zandalar are adept at stowing away within the cargo holds of the enormous Zandalari warships.",70451,797326,139932,2,7,0,1211,6,7
"|cFFFFD200Drop: |rZandalari Dinomancer|n|cFFFFD200Zone: |rIsle Of Giants","Even at this size, these raptors can eviscerate an entire cow in less than 10 seconds.",70452,797327,139933,2,7,0,1212,6,7
"|cFFFFD200Drop: |rZandalari Dinomancer|n|cFFFFD200Zone: |rIsle Of Giants","These adorable beasts are both cuddly and huggable, provided you do not enjoy having a face.",70453,797328,139934,2,7,0,1213,6,7
"|cFFFFD200Drop: |rThe Big Bad Wolf|n|cFFFFD200Zone: |rKarazhan","The oft-forgotten offspring of the Big Bad Wolf, found gorged and asleep in a basket of sweets.",71014,463876,141433,2,0,0,1226,6,7
"|cFFFFD200Drop: |rThe Curator|n|cFFFFD200Zone: |rKarazhan","Primary responsibilities include dusting Medivh's many magical artifacts, an activity which has claimed the life, sanity, or physical composition of the many caretakers preceding Moroes.",71015,236513,141434,2,9,0,1227,6,7
"|cFFFFD200Drop: |rPrince Malchezaar|n|cFFFFD200Zone: |rKarazhan","Upon leaving Netherspace, Malchezaar's Abyssals become strangely distorted by Karazhan's magical protections, rendering them tiny, and much less likely to spontaneously erupt in flames.",71016,615096,141435,2,5,0,1228,6,7
"|cFFFFD200Drop: |rTerestian Illhoof|n|cFFFFD200Zone: |rKarazhan","A minion of Terestian Illhoof, this tricky imp was left in Karazhan when the portal to the Twisting Nether closed behind it.",71033,460856,141451,2,0,0,1229,6,7
"|cFFFFD200Drop: |rMorogrim Tidewalker|n|cFFFFD200Zone: |rSerpentshrine Cavern","An astounding find for the scientific community of Azeroth, who have long pondered, often in taverns, what a baby Sea Giant might look like.",71017,443382,141436,2,8,0,1230,6,7
"|cFFFFD200Drop: |rHydross the Unstable|n|cFFFFD200Zone: |rSerpentshrine Cavern","The spawn of Hydross, considered by the elemental community to be the ""Earl of Puddles.""",71018,136030,141437,2,6,0,1231,6,7
"|cFFFFD200Drop: |rLady Vashj|n|cFFFFD200Zone: |rSerpentshrine Cavern","It is unknown how Lady Vashj empowers these Fen Striders with their mind-bending powers; even at an early age this creature shows significant psychic ability.",71019,254502,141446,2,5,0,1232,36,7
"|cFFFFD200Drop: |rVoid Reaver|n|cFFFFD200Zone: |rTempest Keep|n|n","Sent through the Twisting Nether by the great Archimonde the Defiler to terrorize tiny civilizations with their medium-sized stomping noises.",71020,466089,141447,2,9,0,1233,6,7
"|cFFFFD200Drop: |rHigh Astromancer Solarian|n|cFFFFD200Zone: |rTempest Keep|n","The lanterns carried by Voidcallers bridge the realms of the living and the dead, and often attract wayward ghosts and spirits.",71021,538447,141448,2,5,0,1234,6,7
"|cFFFFD200Drop: |rAl'ar|n|cFFFFD200Zone: |rTempest Keep|n","These brightly-colored dragonhawks carry Kael'thas' forces swiftly and unerringly through the nether storm surrounding the Eye.",71022,132188,141449,2,1,0,1235,6,7
"|cFFFFD200Achievement: |rRaiding with Leashes II: Attunement Edition|n|cFFFFD200Category: |rCollect","Though generally an expert at taking stage direction, the show had to be stopped on more than one occasion when Tito and Roar would lock eyes, resulting in an extended chase around the Karazhan Opera House.",71023,133695,141450,82,7,5,1236,6,7
"|cFFFFD200Vendor: |rRavika|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\inv_drink_31_embalmingfluid:0|t|n|n|cFFFFD200Vendor: |rTenuki|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\inv_drink_31_embalmingfluid:0|t","The trolls have a long and storied history of summoning hydras. While he might not be the biggest or strongest hydra, Gahz'rooki will bite your fingers quite hard if you get too close.",71159,463493,141789,2,8,2,1237,34,7
"|cFFFFD200Pet Battle: |rNorthrend","Val'kyr are considered ""unborn"" until they vanquish a creature of high nobility.",71163,851119,0,26,3,4,1238,6,7
"|cFFFFD200Drop:|r Primordius|n|cFFFFD200Zone: |rThrone of Thunder|n|cFFFFD200Difficulty: |rLooking For Raid|n","The dark pools in Primordius' chamber laid stagnant after the fall of the mogu, and murky thoughts began to coalesce.",71199,237513,142028,2,5,0,1243,33,7
"|cFFFFD200Drop:|r Primordius|n|cFFFFD200Zone: |rThrone of Thunder|n|cFFFFD200Difficulty: |rNormal or Heroic|n","These malicious oozes are highly sensitive to Primordius' pheromone signature.",71200,576309,142029,2,5,0,1244,33,7
,,85679,443397,0,50,0,-1,1503,6,7
"|cFFFFD200Drop: |rQuivering Filth","Battle pet trainers are strongly encouraged to wash their hands for at least 30 minutes after playing with the filthling.",71201,576313,142030,2,5,0,1245,33,7
,,71438,327502,0,1072,8,-1,1247,6,7
