TextureName,ID,TextureWidth,TextureHeight,MapAreaID,OffsetX,OffsetY,HitRectTop,HitRectLeft,HitRectBottom,HitRectRight,PlayerConditionID,Flags,AreaID_0,AreaID_1,AreaID_2,AreaID_3
Scourgeholme,1565,245,239,492,690,267,367,755,439,815,0,0,4506,4505,0,0
SindragosasFall,1566,300,343,492,626,31,223,688,282,794,0,0,4533,0,0,0
TheBrokenFront,1568,283,231,492,558,329,390,650,472,737,0,0,4507,4503,4508,0
TheFleshwerks,1570,219,283,492,218,291,410,292,478,372,0,0,4531,0,0,0
TheShadowVault,1571,223,399,492,321,15,115,409,187,480,0,0,4477,4517,0,0
Aldurthar,1572,373,375,492,355,37,161,482,250,577,0,0,4510,4516,4540,0
Valhalas,1573,238,240,492,217,50,128,328,196,402,0,0,4524,4492,4497,0
ValleyofEchoes,1574,269,217,492,715,390,433,767,492,826,0,0,4504,4501,0,0
Ymirheim,1575,223,207,492,444,276,331,506,423,593,0,0,4513,0,0,0
DunNiffelem,1576,309,383,495,481,285,368,600,424,688,0,0,4438,4437,4442,0
TempleofLife,1577,182,270,495,570,113,278,628,321,669,0,0,4463,4444,4441,0
BrunnhildarVillage,1579,305,298,495,339,370,419,433,494,526,0,0,4422,4423,0,0
BorsBreath,1580,322,195,495,109,375,434,323,487,385,0,0,4452,4453,0,0
Valkyrion,1581,228,158,495,98,318,380,205,430,276,0,0,4424,0,0,0
Ulduar,1582,369,265,495,218,0,36,330,198,498,0,0,4445,4543,0,0
Thunderfall,1583,306,484,495,627,179,290,691,358,768,0,0,4440,4439,4495,0
TerraceoftheMakers,1584,363,341,495,292,122,251,449,349,561,0,0,4446,4464,4429,4465
TempleofStorms,1585,169,164,495,239,301,352,298,424,360,0,0,4430,0,0,0
SparksocketMinefield,1587,251,200,495,242,468,538,325,587,379,0,0,4458,4419,4418,4459
SnowdriftPlains,1588,205,232,495,162,143,258,250,304,298,0,0,4436,0,0,0
Nidavelir,1589,221,200,495,108,206,310,210,361,269,0,0,4434,0,0,0
NarvirsCradle,1590,180,239,495,214,144,242,301,288,345,0,0,4435,4484,0,0
GarmsBane,1591,184,191,495,395,470,518,443,575,502,0,0,4460,4421,4461,0
Frosthold,1592,244,220,495,134,429,473,273,515,316,0,0,4428,4490,0,0
EngineoftheMakers,1593,210,179,495,316,296,362,378,405,441,0,0,4431,4432,4473,0
TheConflagration,1594,227,210,492,327,305,338,398,418,477,0,0,4515,4523,0,0
TheBombardment,1596,248,243,492,538,181,252,597,338,679,0,0,4509,4537,0,0
TheAzureFront,1597,416,424,510,0,244,350,207,471,323,0,0,4555,0,0,0
TheDecrepitFlow,1598,288,222,510,0,0,49,99,158,223,0,0,4552,0,0,0
SunreaversCommand,1599,446,369,510,536,40,277,729,343,811,0,0,4558,0,0,0
ForlornWoods,1600,544,668,510,129,0,239,382,331,480,0,0,4553,0,0,0
WindrunnersOverlook,1601,558,285,510,444,383,522,710,588,795,0,0,4559,0,0,0
VioletStand,1602,264,303,510,0,176,263,94,328,199,0,0,4556,0,0,0
TheGreatTree,1603,252,260,510,0,91,197,101,257,161,0,0,4549,0,0,0
TheUnboundThicket,1604,502,477,510,500,105,343,582,465,716,0,0,4557,0,0,0
,1605,0,0,501,0,0,0,0,0,0,0,0,4586,0,0,0
,1606,0,0,501,0,0,0,0,0,0,0,0,4582,0,0,0
,1607,0,0,493,0,0,329,409,382,471,0,0,4293,0,0,0
,1608,0,0,493,0,0,507,502,573,563,0,0,4302,0,0,0
,1609,0,0,493,0,0,264,612,316,717,0,0,4283,0,0,0
,1610,0,0,493,0,0,447,538,492,579,0,0,4292,0,0,0
,1611,0,0,488,0,0,379,167,425,218,0,0,4157,0,0,0
,1612,0,0,488,0,0,416,526,467,578,0,0,4183,0,0,0
,1613,0,0,492,0,0,467,823,536,898,0,0,4501,0,0,0
,1614,0,0,492,0,0,385,607,446,670,0,0,4508,0,0,0
,1615,0,0,490,0,0,132,825,199,894,0,0,4244,0,0,0
,1616,0,0,490,0,0,217,768,267,819,0,0,4250,0,0,0
,1617,0,0,490,0,0,376,642,416,694,0,0,4218,0,0,0
,1618,0,0,490,0,0,231,156,273,207,0,0,4209,0,0,0
,1619,0,0,490,0,0,195,243,244,269,0,0,4199,0,0,0
,1620,0,0,490,0,0,312,371,354,416,0,0,4200,0,0,0
,1621,0,0,486,0,0,123,233,216,301,0,0,4120,0,0,0
,1622,0,0,486,0,0,217,750,266,803,0,0,4037,0,0,0
,1623,0,0,486,0,0,596,461,644,552,0,0,4029,0,0,0
,1624,0,0,486,0,0,392,346,444,383,0,0,4130,0,0,0
,1625,0,0,486,0,0,393,441,449,486,0,0,4022,0,0,0
,1626,0,0,486,0,0,71,666,130,717,0,0,4118,0,0,0
,1627,0,0,496,0,0,202,634,259,689,0,0,4372,0,0,0
,1628,0,0,496,0,0,472,126,509,166,0,0,4312,0,0,0
,1629,0,0,496,0,0,522,247,634,319,0,0,4635,0,0,0
,1630,0,0,491,0,0,165,499,199,534,0,0,4052,0,0,0
,1631,0,0,491,0,0,140,593,174,628,0,0,4051,0,0,0
,1632,0,0,510,0,0,369,722,446,824,0,0,4554,0,0,0
,1633,0,0,491,0,0,162,498,201,538,0,0,4052,0,0,0
,1634,0,0,491,0,0,134,591,173,631,0,0,4051,0,0,0
,1635,0,0,488,0,0,313,248,351,290,0,0,4164,0,0,0
,1636,0,0,490,0,0,313,321,347,355,0,0,4203,0,0,0
,1637,0,0,490,0,0,293,254,327,288,0,0,4202,0,0,0
ArgentTournamentGround,1638,314,224,492,616,30,110,675,181,804,0,0,4658,0,0,0
,1639,0,0,490,0,0,96,485,161,558,0,0,4366,0,0,0
,1640,0,0,486,0,0,157,761,209,811,0,0,4043,0,0,0
,1641,0,0,541,0,0,54,394,234,603,0,0,4769,0,0,0
CirecleofOuterBinding,2426,215,188,16,332,273,324,448,364,501,0,0,336,0,0,0
GalensFall,2427,212,305,16,0,144,219,94,268,167,0,0,5121,0,0,0
MaelstrasPost,2428,246,361,43,188,0,225,250,281,301,0,0,413,0,0,0
OrendilsRetreat,2429,244,251,43,143,0,103,231,162,292,0,0,4644,0,0,0
SilverwindRefuge,2430,347,308,43,338,335,402,440,481,539,0,0,420,0,0,0
TheShrineofAssenia,2431,306,283,43,40,275,343,167,397,263,0,0,416,0,0,0
ThunderPeak,2432,203,310,43,377,121,249,460,373,520,0,0,4690,0,0,0
BearsHead,2433,256,224,181,113,141,225,225,274,270,0,0,1224,0,0,0
BilgewaterHarbor,2434,587,381,181,395,127,284,533,383,669,0,0,4821,0,0,0
BlackmawHold,2435,260,267,181,204,53,194,289,242,351,0,0,1216,0,0,0
DarnassianBaseCamp,2436,243,262,181,343,3,139,455,195,530,0,0,1220,0,0,0
GallywixPleasurePalace,2437,250,230,181,70,222,331,170,406,241,0,0,4824,1233,0,0
OrgimmarRearGate,2438,352,274,181,22,344,506,194,569,295,0,0,4745,1237,4744,3137
RuinsofArkkoran,2439,219,193,181,575,121,198,676,245,750,0,0,1226,0,0,0
StormCliffs,2440,207,232,181,407,403,0,0,0,0,0,0,4827,0,0,0
TheSecretLab,2441,184,213,181,353,396,479,412,529,460,0,0,4829,0,0,0
MorshanRampart,2442,261,216,11,258,6,73,339,116,453,0,0,1703,0,0,0
TheWailingCaverns,2443,377,325,11,152,318,0,0,0,0,0,0,387,0,0,0
NethergardeSupplyCamps,2444,195,199,19,436,0,0,0,0,0,0,0,5076,0,0,0
Shattershore,2445,240,270,19,578,91,171,660,277,725,0,0,5077,0,0,0
SunveilExcursion,2446,233,266,19,386,374,450,469,497,547,0,0,5083,0,0,0
Surwich,2447,199,191,19,333,474,550,410,601,482,0,0,5084,0,0,0
TheDarkPortal,2448,370,298,19,368,179,307,498,401,593,0,0,72,0,0,0
TheRedReaches,2449,268,354,19,533,268,462,579,582,739,0,0,5078,0,0,0
TheTaintedForest,2450,348,357,19,132,311,434,281,533,405,0,0,5044,0,0,0
EyeoftheVortex,2451,330,192,42,300,239,332,394,389,465,0,0,4695,0,0,0
Lordanel,2452,277,281,42,391,54,103,477,156,550,0,0,4659,0,0,0
Nazjvel,2453,244,201,42,207,467,537,295,587,348,0,0,5312,0,0,0
RuinsofAuberdine,2454,203,194,42,280,182,264,343,327,417,0,0,442,0,0,0
ShatterspearVale,2455,250,241,42,596,16,78,681,155,773,0,0,4664,0,0,0
ShatterspearWarcamp,2456,245,147,42,565,0,24,606,72,716,0,0,4662,0,0,0
WildbendRiver,2457,314,193,42,280,378,0,0,0,0,0,0,454,0,0,0
WitheringThicket,2458,328,250,42,305,118,0,0,0,0,0,0,4675,0,0,0
CenarionWildlands,2459,312,285,101,415,156,285,507,346,618,0,0,4804,0,0,0
MagramTerritory,2460,289,244,101,613,170,256,697,354,799,0,0,4797,0,0,0
RanzjarIsle,2461,161,141,101,210,0,30,245,93,331,0,0,2406,0,0,0
ShokThokar,2462,309,349,101,589,319,460,658,540,757,0,0,604,0,0,0
SlitherbladeShore,2463,338,342,101,208,24,159,259,238,342,0,0,4796,4803,0,0
ThargadsCamp,2464,212,186,101,275,376,444,331,490,401,0,0,4798,0,0,0
ColdridgeValley,2465,398,302,27,100,366,475,298,537,396,0,0,132,0,0,0
FrostmaneFront,2466,226,335,27,469,256,0,0,0,0,0,0,5097,804,0,0
Gnomeregan,2467,409,318,27,0,27,0,0,0,0,0,0,133,0,0,0
IronforgeAirfield,2468,308,335,27,630,0,113,756,213,807,0,0,5115,0,0,0
TheShimmeringDeep,2471,171,234,27,397,132,0,0,0,0,0,0,5025,0,0,0
NorthwatchFoothold,2472,162,157,4,399,440,503,447,554,523,0,0,366,0,0,0
SouthfuryWatershed,2473,244,222,4,282,174,213,343,321,467,0,0,4981,0,0,0
RacenHill,2474,205,157,34,96,292,339,150,400,247,0,0,94,492,0,0
TheTranquilGardensCemetary,2475,291,244,34,627,344,387,752,497,845,0,0,121,0,0,0
TheTwilightGrove,2476,320,388,34,314,101,191,414,325,524,0,0,856,0,0,0
BlackhoofVillage,2477,344,183,141,199,0,52,371,113,460,0,0,512,0,0,0
BrackenwllVillage,2478,384,249,141,133,59,173,322,237,404,0,0,496,0,0,0
DirehornPost,2479,279,301,141,358,169,284,433,335,504,0,0,4046,0,0,0
Mudsprocket,2480,433,351,141,109,313,470,389,536,445,0,0,4010,509,508,0
ShadyRestInn,2481,317,230,141,137,188,309,275,348,319,0,0,403,0,0,0
Stromwind,2482,512,422,30,0,0,64,99,357,413,0,0,1519,0,0,0
WestbrookGarrison,2483,269,313,30,116,355,467,203,515,288,0,0,120,60,0,0
DarkmistRuins,2484,172,198,121,568,287,361,629,422,669,0,0,5036,2519,2520,0
FeathermoonStronghold,2485,217,192,121,362,237,296,432,367,487,0,0,5072,0,0,0
FeralScar,2486,191,179,121,457,281,0,0,0,0,0,0,1105,0,0,0
GrimtotemCompund,2487,159,218,121,607,170,235,667,305,709,0,0,1100,0,0,0
RuinsofFeathermoon,2488,208,204,121,186,229,271,227,387,345,0,0,1116,0,0,0
WrithingDeep,2489,232,206,121,652,298,395,711,441,810,0,0,1101,0,0,0
Zunwatha,2490,226,225,26,152,284,0,0,0,0,0,0,352,1885,0,0
AshenLake,2492,282,418,606,6,78,328,171,388,265,0,0,5018,4989,5013,5016
DarkwhisperGorge,2493,320,471,606,682,128,0,0,0,0,0,0,4991,0,0,0
GatesOfSothann,2495,272,334,606,622,320,475,694,552,758,0,0,4998,0,0,0
Nordrassil,2496,537,323,606,392,0,51,577,231,694,0,0,5038,0,0,0
SethriasRoost,2497,277,232,606,139,436,485,274,651,355,0,0,5087,0,0,0
ShrineOfGoldrinn,2498,291,321,606,116,17,149,249,221,324,0,0,4979,0,0,0
TheRegrowth,2499,441,319,606,52,253,311,263,375,397,0,0,4861,5019,5020,0
TheScorchedPlain,2500,365,264,606,411,216,329,469,408,600,0,0,5017,0,0,0
TheThroneOfFlame,2501,419,290,606,318,378,0,0,0,0,0,0,5040,0,0,0
AshenLake,2503,282,418,683,6,78,328,171,388,265,0,0,5018,4989,5013,5016
DarkwhisperGorge,2504,320,471,683,682,128,0,0,0,0,0,0,4991,0,0,0
GatesOfSothann,2506,272,334,683,622,320,475,694,552,758,0,0,4998,0,0,0
Nordrassil,2507,537,323,683,392,0,51,5771,231,694,0,0,5038,0,0,0
SethriasRoost,2508,277,232,683,139,436,485,274,651,355,0,0,5087,0,0,0
ShrineOfGoldrinn,2509,291,321,683,116,17,149,249,221,324,0,0,4979,0,0,0
TheRegrowth,2510,441,319,683,52,253,0,0,0,0,0,0,4861,5019,5020,0
TheScorchedPlain,2511,365,264,683,411,216,329,469,408,600,0,0,5017,0,0,0
TheThroneOfFlame,2512,419,290,683,318,378,0,0,0,0,0,0,5040,0,0,0
StronewroughtDam,2513,333,200,35,339,0,48,407,107,555,0,0,146,0,0,0
Nighthaven,2514,346,244,241,370,135,207,442,301,524,0,0,2361,0,0,0
ShrineofRemulos,2515,271,296,241,209,91,223,329,297,400,0,0,2362,0,0,0
StormrageBarrowDens,2516,275,346,241,542,210,329,629,393,730,0,0,2363,0,0,0
CampEverstill,2517,189,193,36,445,286,342,512,389,559,0,0,5326,0,0,0
ShalewindCanyon,2518,306,324,36,688,283,384,766,451,857,0,0,5324,0,0,0
StonewatchKeep,2519,228,420,36,480,0,324,569,378,652,0,0,2099,999,5325,0
GilneasPuzzle,2522,1002,668,684,0,0,160,719,231,825,0,0,5442,5442,5440,5436
GilneasPuzzle,2523,1002,668,684,0,0,251,540,421,712,0,0,5435,5436,5442,5440
GilneasPuzzle,2529,1002,668,684,0,0,69,445,208,568,0,0,5440,5442,5440,5436
GilneasPuzzle,2532,1002,668,684,0,0,424,721,508,836,0,0,5436,5440,5442,5436
CenarionHold,2535,292,260,261,427,143,199,509,260,581,0,0,3425,0,0,0
ValorsRest,2536,315,285,261,614,0,87,783,152,846,0,0,3077,0,0,0
ForsakenHighCommand,2537,361,175,21,445,0,26,555,91,689,0,0,5369,0,0,0
ForsakenRearGuard,2538,186,238,21,369,0,93,410,160,490,0,0,5386,0,0,0
NorthTidesBeachhead,2539,174,199,21,323,68,147,339,228,410,0,0,928,0,0,0
NorthTidesRun,2540,281,345,21,147,0,0,0,0,0,0,0,305,0,0,0
TheBattlefront,2541,255,180,21,349,429,503,424,561,500,0,0,5456,204,5476,5478
TheDecrepitFields,2542,176,152,21,471,156,208,522,257,611,0,0,237,0,0,0
TheForsakenFront,2543,152,189,21,433,327,414,467,478,554,0,0,5387,0,0,0
ValgansField,2544,162,172,21,461,77,151,502,194,564,0,0,227,0,0,0
BaelModan,2545,269,211,607,398,457,531,476,592,541,0,0,4856,0,0,0
Battlescar,2546,384,248,607,274,307,0,0,0,0,0,0,4855,0,0,0
ForwardCommand,2547,216,172,607,423,251,305,491,345,554,0,0,4849,0,0,0
FrazzlecrazMotherload,2548,242,195,607,269,436,499,379,548,442,0,0,4948,0,0,0
HuntersHill,2550,218,178,607,300,64,122,364,179,426,0,0,4844,0,0,0
NorthwatchHold,2551,280,279,607,548,147,290,645,369,732,0,0,4847,0,0,0
RuinsofTaurajo,2553,285,171,607,244,286,338,423,389,478,0,0,4851,0,0,0
TheOvergrowth,2554,355,226,607,289,117,196,424,257,535,0,0,4845,5385,0,0
VendettaPoint,2555,254,214,607,267,196,269,396,321,455,0,0,4986,0,0,0
BattlescarValley,2556,290,297,81,220,189,0,0,0,0,0,0,4938,0,0,0
CliffwalkerPost,2557,241,192,81,366,95,172,415,233,490,0,0,4936,0,0,0
GreatwoodVale,2558,322,220,81,602,448,0,0,0,0,0,0,469,2537,0,0
KromgarFortress,2559,183,196,81,588,341,415,638,469,703,0,0,4933,0,0,0
RuinsofEldrethar,2560,221,235,81,367,411,474,462,547,518,0,0,4931,0,0,0
ThaldarahOverlook,2561,210,189,81,252,121,184,315,239,401,0,0,4937,0,0,0
UnearthedGrounds,2562,265,206,81,654,369,476,735,539,804,0,0,4941,0,0,0
WebwinderHollow,2563,164,258,81,479,401,452,546,521,600,0,0,4930,0,0,0
WindshearHold,2564,176,189,81,516,289,359,560,414,623,0,0,4929,0,0,0
Bambala,2565,190,176,37,566,164,231,607,300,688,0,0,5317,0,0,0
FortLivingston,2566,230,170,37,398,375,414,487,469,581,0,0,5320,0,0,0
ZuuldalaRuins,2568,324,263,37,9,22,146,166,198,220,0,0,122,0,0,0
GadgetzanBay,2569,254,341,161,479,9,173,482,234,546,0,0,976,0,0,0
LostRiggerCover,2570,178,243,161,615,201,293,687,368,746,0,0,1336,0,0,0
ValleryoftheWatchers,2571,269,190,161,255,431,486,353,556,402,0,0,990,0,0,0
RutheranVillage,2573,317,220,41,329,448,0,0,0,0,0,0,702,0,0,0
TheCleft,2574,144,226,41,432,109,234,484,276,532,0,0,263,0,0,0
BootyBay,2575,225,255,673,289,341,443,337,506,460,0,0,35,0,0,0
CrystalveinMine,2576,271,204,673,528,73,159,576,217,675,0,0,310,0,0,0
GurubashiArena,2577,238,260,673,345,0,102,414,201,514,0,0,1741,0,0,0
JagueroIsle,2579,240,264,673,471,404,482,555,609,663,0,0,297,0,0,0
MistvaleValley,2580,253,242,673,408,248,337,474,442,538,0,0,1737,0,0,0
NekmaniWellspring,2581,246,221,673,292,213,304,402,353,461,0,0,1738,0,0,0
RuinsofAboraz,2582,184,176,673,533,181,263,595,322,651,0,0,311,0,0,0
RuinsofJubuwal,2583,155,221,673,468,119,186,517,220,574,0,0,477,0,0,0
TheSundering,2584,244,209,673,452,0,48,535,149,623,0,0,5318,0,0,0
WildShore,2585,236,276,673,340,392,519,378,571,493,0,0,43,0,0,0
CalstonEstate,2586,179,169,20,389,255,320,434,368,492,0,0,4916,0,0,0
RuinsofLorderon,2587,390,267,20,423,359,0,0,0,0,0,0,153,0,0,0
ScarletMonastery,2588,262,262,20,740,47,0,0,0,0,0,0,5511,160,161,0
TheBulwark,2589,293,338,20,709,330,420,817,508,884,0,0,152,0,0,0
FungalRock,2590,224,191,201,557,0,70,609,122,709,0,0,542,0,0,0
MarshalsStand,2591,204,170,201,462,330,379,504,436,579,0,0,4882,0,0,0
MossyPile,2592,186,185,201,328,179,253,383,306,462,0,0,4883,0,0,0
TheRollingGarden,2593,337,321,201,565,39,183,635,277,753,0,0,4885,0,0,0
TheScreamingReaches,2594,332,332,201,157,0,188,229,292,352,0,0,4884,0,0,0
AbandonedReef,2595,371,394,614,50,263,477,111,596,332,0,0,5135,0,0,0
AbyssalBreach,2596,491,470,614,497,0,91,605,307,829,0,0,5047,0,0,0
ColdlightChasm,2597,267,374,614,266,280,383,381,554,466,0,0,4974,0,0,0
DeepfinRidge,2598,363,262,614,275,32,92,326,169,463,0,0,5101,0,0,0
FireplumeTrench,2599,298,251,614,315,110,0,0,0,0,0,0,5103,0,0,0
KorthunsEnd,2600,370,385,614,412,283,379,494,475,588,0,0,4977,4975,4976,0
LGhorek,2601,306,293,614,162,210,280,232,445,414,0,0,4971,0,0,0
Seabrush,2602,225,250,614,415,183,246,499,336,600,0,0,5134,0,0,0
GnawsBoneyard,2604,311,217,610,451,325,373,575,415,656,0,0,5055,0,0,0
GubogglesLedge,2605,227,207,610,399,280,342,495,410,571,0,0,5053,0,0,0
HoldingPens,2606,316,267,610,456,401,497,541,590,637,0,0,5059,0,0,0
HonorsTomb,2607,291,206,610,380,43,123,447,202,562,0,0,5051,0,0,0
LegionsFate,2608,278,315,610,210,35,144,345,253,451,0,0,5052,0,0,0
BethMoraRidge,2610,335,223,615,407,445,513,479,596,630,0,0,4966,0,0,0
GlimmeringdeepGorge,2611,272,180,615,270,222,293,378,355,496,0,0,4963,0,0,0
Nespirah,2612,286,269,615,460,261,307,520,449,666,0,0,4962,0,0,0
RuinsOfTherseral,2613,197,223,615,554,175,256,616,303,714,0,0,5007,0,0,0
RuinsOfVashjir,2614,349,361,615,217,268,403,279,565,396,0,0,4967,0,0,0
ShimmeringGrotto,2615,339,278,615,400,0,91,463,199,558,0,0,5008,0,0,0
SilverTideHollow,2616,480,319,615,150,32,221,428,285,531,0,0,5005,4961,0,0
Andorhal,2617,464,325,22,96,343,407,380,498,493,0,0,193,0,0,0
DalsonsFarm,2618,325,192,22,300,232,308,420,377,485,0,0,200,5367,0,0
RedpineDell,2619,290,133,22,286,211,0,0,0,0,0,0,5421,0,0,0
JangoloadMine,2620,196,229,39,311,0,134,429,186,470,0,0,111,0,0,0
DireforgeHills,2622,329,228,40,506,34,153,569,198,638,0,0,1016,0,0,0
DunAlgaz,2623,298,215,40,346,419,449,456,574,545,0,0,836,0,0,0
GreenwardensGrove,2624,250,269,40,460,102,243,540,302,620,0,0,5305,0,0,0
Satlspray,2625,250,282,40,218,0,0,0,0,0,0,0,1023,0,0,0
SlabchiselsSurvey,2626,300,316,40,532,352,452,555,496,615,0,0,5074,0,0,0
TheShimmeringDeep,2627,171,234,27,397,132,219,455,290,513,0,0,802,211,0,0
IceFlowLake,2628,236,358,27,263,0,235,377,304,453,0,0,211,802,0,0
TheTundridHills,2629,174,249,27,579,306,0,0,0,0,0,0,804,5097,0,0
NorthGateOutpost,2630,237,366,27,765,43,213,865,292,944,0,0,808,807,0,0
DarkcloudPinnacle,2631,317,252,61,169,116,201,295,319,382,0,0,2097,0,0,0
FreewindPost,2632,436,271,61,276,186,308,437,369,505,0,0,484,0,0,0
Highperch,2633,246,380,61,0,134,202,66,302,197,0,0,482,0,0,0
RazorfenDowns,2634,361,314,61,298,0,164,455,238,582,0,0,5092,0,0,0
SouthseaHoldfast,2636,246,256,61,756,412,460,881,594,972,0,0,5028,0,0,0
SplithoofHeights,2637,431,410,61,571,49,264,816,376,953,0,0,5027,0,0,0
TheGreatLift,2638,272,232,61,136,0,94,277,152,368,0,0,485,0,0,0
TheShimmeringDeep,2639,411,411,61,591,257,0,0,0,0,0,0,5025,5041,0,0
TheTwilightWithering,2640,374,339,61,347,329,383,473,465,629,0,0,5589,0,0,0
TwilightBulwark,2641,358,418,61,125,241,348,229,438,393,0,0,5590,0,0,0
WestreachSummit,2642,280,325,61,0,0,34,96,106,172,0,0,5011,0,0,0
AgmondsEnd,2643,342,353,17,230,315,373,429,421,493,0,0,345,0,0,0
AngorFortress,2644,285,223,17,230,68,136,372,190,436,0,0,338,0,0,0
ApocryphansRest,2645,252,353,17,0,66,0,0,0,0,0,0,337,0,0,0
CampCagg,2647,339,347,17,0,281,408,151,439,186,0,0,344,0,0,0
CampKosh,2648,236,260,17,504,19,119,562,155,639,0,0,341,0,0,0
HammertoesDigsite,2649,209,196,17,411,116,166,462,205,510,0,0,346,5525,0,0
LethlorRavine,2650,469,613,17,533,55,278,631,369,757,0,0,339,5496,0,0
TheDustbowl,2651,214,285,17,144,99,223,226,268,303,0,0,1878,0,0,0
Uldaman,2652,266,210,17,336,0,49,402,112,479,0,0,1517,1897,0,0
Acherus,2653,228,273,23,774,102,284,829,336,926,0,0,4281,0,0,0
BlackwoodLake,2654,238,231,23,382,151,265,441,317,487,0,0,2624,0,0,0
CorinsCrossing,2655,186,213,23,493,289,394,528,448,588,0,0,2264,0,0,0
CrownGuardTower,2656,202,191,23,258,351,437,333,480,382,0,0,2263,0,0,0
Darrowshire,2657,248,206,23,211,462,537,309,590,394,0,0,2262,0,0,0
EastwallTower,2658,181,176,23,541,184,256,598,302,651,0,0,2271,0,0,0
LakeMereldar,2659,266,241,23,462,427,471,535,521,617,0,0,2621,0,0,0
LightsHopeChapel,2660,196,220,23,687,271,325,729,397,809,0,0,2268,0,0,0
LightsShieldTower,2661,243,162,23,391,271,331,505,382,569,0,0,5448,0,0,0
Northdale,2662,265,232,23,570,61,148,631,187,695,0,0,2272,0,0,0
NorthpassTower,2663,250,192,23,401,69,119,485,158,528,0,0,2275,0,0,0
Plaguewood,2664,328,253,23,144,40,0,0,0,0,0,0,2277,0,0,0
QuelLithienLodge,2665,277,175,23,351,0,68,461,109,504,0,0,2276,0,0,0
RuinsOfTheScarletEnclave,2666,264,373,23,738,295,466,798,583,948,0,0,4546,0,0,0
Stratholme,2667,310,178,23,118,0,33,212,101,323,0,0,2279,0,0,0
Terrordale,2668,258,320,23,0,10,155,96,197,154,0,0,2627,0,0,0
TheFungalVale,2669,274,216,23,183,211,257,322,343,402,0,0,2258,0,0,0
ThePestilentScar,2670,182,320,23,383,348,0,0,0,0,0,0,2623,0,0,0
TheMarrisStead,2671,202,202,23,133,335,417,190,466,263,0,0,2260,0,0,0
TheNoxiousGlade,2672,297,299,23,650,55,202,748,278,818,0,0,2270,0,0,0
TheInfectisScar,2673,177,266,23,595,263,0,0,0,0,0,0,2622,0,0,0
TheUndercroft,2674,280,211,23,56,457,504,212,551,268,0,0,2261,0,0,0
ThondorilRiver,2675,262,526,23,0,100,0,0,0,0,0,0,2619,0,0,0
Tyrshand,2676,214,254,23,651,414,0,0,0,0,0,0,2266,0,0,0
ZulMashar,2677,286,176,23,528,0,47,622,92,710,0,0,2273,0,0,0
Bogpaddle,2678,262,193,38,600,0,55,677,119,773,0,0,5458,0,0,0
IthariusCave,2679,268,316,38,7,242,428,153,484,220,0,0,1777,0,0,0
MarshtideWatch,2680,330,342,38,478,0,205,625,274,745,0,0,5459,0,0,0
MistyreedStrand,2681,402,668,38,600,0,0,0,0,0,0,0,300,0,0,0
MistyValley,2682,268,285,38,0,80,201,97,278,198,0,0,116,0,0,0
PoolOfTears,2683,257,229,38,575,238,0,0,0,0,0,0,74,0,0,0
Sorrowmurk,2684,229,418,38,703,80,225,790,297,897,0,0,1778,0,0,0
SplinterspearJunction,2685,238,343,38,194,236,302,174,360,272,0,0,1780,0,0,0
Stagalbog,2686,347,303,38,540,360,464,621,538,737,0,0,1797,0,0,0
Stonard,2687,357,308,38,297,258,329,432,397,510,0,0,75,0,0,0
TheHarborage,2688,266,284,38,161,79,172,238,258,340,0,0,657,0,0,0
TheShiftingMire,2689,292,360,38,331,24,0,0,0,0,0,0,1798,0,0,0
DeathwingScar,2690,328,313,17,175,178,309,281,394,399,0,0,5322,5564,0,0
CrimsonExpanse,2691,462,400,640,540,12,212,695,334,794,0,0,5302,0,0,0
DeathwingsFall,2692,454,343,640,549,297,351,584,431,675,0,0,5358,5328,5329,0
NeedlerockChasm,2693,378,359,640,20,0,163,210,274,327,0,0,5350,0,0,0
NeedlerockSlag,2694,370,285,640,0,146,280,169,358,267,0,0,5349,0,0,0
ScouredReach,2695,516,287,640,448,0,0,0,0,0,0,0,5292,0,0,0
StoneHearth,2696,371,354,640,0,314,426,212,505,314,0,0,5330,0,0,0
StormsFuryWreckage,2697,292,285,640,458,383,466,515,544,602,0,0,5313,0,0,0
TempleOfEarth,2698,355,345,640,287,177,250,440,388,545,0,0,5303,0,0,0
ThePaleRoost,2699,467,273,640,85,0,72,311,178,487,0,0,5295,0,0,0
TherazanesThrone,2700,274,156,640,434,0,34,519,113,614,0,0,5296,0,0,0
TheShatteredField,2701,430,230,640,141,438,504,311,570,396,0,0,5357,0,0,0
TwilightOverlook,2702,411,248,640,570,420,485,635,556,734,0,0,5354,5355,0,0
TwilightTerrace,2703,237,198,640,297,384,431,344,494,441,0,0,5394,0,0,0
Mazthoril,2704,350,259,37,488,364,443,567,519,666,0,0,103,0,0,0
BaeldunDigsite,2705,218,192,9,226,220,306,291,371,357,0,0,404,0,0,0
BloodhoofVillage,2706,302,223,9,319,273,357,443,425,516,0,0,222,0,0,0
PalemaneRock,2707,172,205,9,248,321,392,333,427,380,0,0,818,0,0,0
RavagedCaravan,2708,187,165,9,435,224,305,523,338,563,0,0,224,0,0,0
RedCloudMesa,2709,446,264,9,286,401,0,0,0,0,0,0,220,221,0,0
RedRocks,2710,186,185,9,514,43,102,560,164,641,0,0,225,0,0,0
StonetalonPass,2711,237,184,9,201,0,51,278,108,381,0,0,4836,0,0,0
