ID,Description_lang,Amount,Flags,Operator,CriteriaID,Parent,OrderIndex
33107,"Scenario - Crypt - Fight Anger with Anger",0,0,4,0,0,0
33108,,1,2,0,23501,33107,0
33109,"Tiger's Peak victories",0,0,4,0,0,0
33110,"Tiger's Peak victories",0,0,0,23502,33109,0
33111,"Tiger's Peak matches",0,0,4,0,0,0
33112,"Tiger's Peak matches",0,0,0,23503,33111,0
33113,"Deepwind Gorge battles",0,0,4,0,0,0
33114,"Deepwind Gorge battles",0,0,0,23504,33113,0
33115,"Deepwind Gorge victories",0,0,4,0,0,0
33116,"Deepwind Gorge victories",0,0,0,23368,33115,0
33117,"Rated Deepwind Gorge victories",0,0,4,0,0,0
33118,"Rated Deepwind Gorge victories",0,0,0,23505,33117,0
33119,"Rated Deepwind Gorge battles",0,0,4,0,0,0
33120,"Rated Deepwind Gorge battles",0,0,0,23506,33119,0
33121,"Deepwind Gorge Killing Blows",0,0,4,0,0,0
33122,"Deepwind Gorge Killing Blows",0,0,0,23507,33121,0
33123,"Deepwind Gorge Honorable Kills",0,0,4,0,0,0
33124,"Deepwind Gorge Honorable Kills",0,0,0,17413,33123,0
33125,Badlands,1,0,0,23509,3948,1
33126,"Swamp of Sorrows",1,0,0,23510,3948,10
33127,"Swamp of Sorrows",1,0,0,23511,1256,10
33128,Badlands,1,0,0,23512,1256,1
33129,"Stonetalon Mountains",1,0,0,23513,103,9
33130,"Un'Goro Crater",1,0,0,23514,103,12
33131,"Un'Goro Crater",1,0,0,23515,1435,12
33132,"Stonetalon Mountains",1,0,0,23516,1435,9
33133,"Tol'vir Arena Kills",0,0,0,23518,983,5
33134,"Tiger's Peak Arena Kills",0,0,0,23517,983,6
33135,"Tol'viron Arena",0,0,0,23519,14188,5
33136,"Tiger's Peak",0,0,0,23520,14188,6
33137,"30 hks in deepwind gorge",30,2,0,22611,914,10
33138,"Puddle Jumper",0,0,0,23434,33020,5
33139,"Weighed down",0,0,0,23522,33020,6
33140,"Capping Spree",0,0,0,23523,33020,7
33141,"Deepwind All-Star",0,0,0,23524,33020,8
33142,"Kill a player pulling your mine cart before they leave your base",1,2,0,23424,33011,1
33148,"The Durotar Job",1,0,0,23534,32783,1
33149,"The Lorewalker's Counsel",1,0,0,23535,32783,0
33150,"The Path of the Last Emperor",1,0,0,23361,32783,2
33151,"The Path of the Last Emperor",1,0,0,23361,32785,2
33152,"The Lorewalker's Counsel",1,0,0,23535,32785,0
33153,"Durotar Liberation",1,0,0,23537,32785,1
33158,"Earn 27000 Conquest Points in Season 14 (H)",0,0,4,0,0,0
33159,,1,2,0,23540,33158,0
33160,"Earn 27000 Conquest Points in Season 14 (A)",0,0,4,0,0,0
33161,,1,2,0,23540,33160,0
33166,"Grandpa Grumplefloot",1,0,8,0,32910,0
33167,,1,0,0,23541,33166,1
33168,Ty'thar,1,0,8,0,32910,1
33169,,1,0,0,23552,33168,1
33170,"Master Boom Boom",1,0,8,0,32910,2
33171,,1,0,0,23545,33170,1
33172,Razorgrin,1,0,8,0,32910,3
33173,,1,0,0,23546,33172,1
33174,Splat,1,0,8,0,32910,4
33175,,1,0,0,23547,33174,1
33176,Mecha-Bruce,1,0,8,0,32910,5
33177,,1,0,0,23548,33176,1
33178,"Dippy & Doopy",1,0,8,0,32910,6
33179,,1,0,0,23542,33178,1
33180,"Blingtron 3000",1,0,8,0,32910,7
33181,,1,0,0,23549,33180,1
33182,"The Bear and the Lady Fair",1,0,8,0,32910,8
33183,,1,0,0,23544,33182,1
33184,Ro-Shambo,1,0,8,0,32910,9
33185,,1,0,0,23551,33184,1
33186,"Mingus Diggs",1,0,8,0,32910,10
33187,,1,0,0,23543,33186,1
33188,"The Blind Hero",1,0,8,0,32910,11
33189,,1,0,0,23550,33188,1
33190,"Achievement - Brawler's Guild - Deck Your Collection (Season 1) (H)",0,0,4,0,0,0
33191,"Grandpa Grumplefloot",1,0,8,0,33190,0
33192,"Grandpa Grumplefloot",1,0,0,23383,33191,0
33193,,1,0,0,23541,33191,1
33194,Ty'thar,1,0,8,0,33190,1
33195,Ty'thar,1,0,0,23394,33194,0
33196,,1,0,0,23552,33194,1
33197,"Master Boom Boom",1,0,8,0,33190,2
33198,"Master Boom Boom",1,0,0,23385,33197,0
33199,,1,0,0,23545,33197,1
33200,Razorgrin,1,0,8,0,33190,3
33201,Razorgrin,1,0,0,23386,33200,0
33202,,1,0,0,23546,33200,1
33203,Splat,1,0,8,0,33190,4
33204,Splat,1,0,0,23387,33203,0
33205,,1,0,0,23547,33203,1
33206,Mecha-Bruce,1,0,8,0,33190,5
33207,Mecha-Bruce,1,0,0,23388,33206,0
33208,,1,0,0,23548,33206,1
33209,"Dippy & Doopy",1,0,8,0,33190,6
33210,"Dippy & Doopy",1,0,0,23389,33209,0
33211,,1,0,0,23542,33209,1
33212,"Blingtron 3000",1,0,8,0,33190,7
33213,"Blingtron 3000",1,0,0,23390,33212,0
33214,,1,0,0,23549,33212,1
33215,"The Bear and the Lady Fair",1,0,8,0,33190,8
33216,"The Bear and the Lady Fair",1,0,0,23384,33215,0
33217,,1,0,0,23544,33215,1
33218,Ro-Shambo,1,0,8,0,33190,9
33219,Ro-Shambo,1,0,0,23393,33218,0
33220,,1,0,0,23551,33218,1
33221,"Mingus Diggs",1,0,8,0,33190,10
33222,"Mingus Diggs",1,0,0,23391,33221,0
33223,,1,0,0,23543,33221,1
33224,"The Blind Hero",1,0,8,0,33190,11
33225,"Blind Hero",1,0,0,23392,33224,0
33226,,1,0,0,23550,33224,1
33241,"Murkimus Tyrannicus",1,2,0,23561,11162,3
33242,"Defense Scenario - Complete Stage",0,0,4,0,0,0
33243,"Stage Complete",1,0,0,23562,33242,0
33244,"Scenario - Test Scenario - Complete Step 01",0,0,4,0,0,0
33245,"Criteria complete",0,0,0,23402,33244,0
33246,"Vignettes: Frostwind",0,0,4,0,0,0
33247,"Defeat Kull Bloodseeker",1,16,0,23563,33246,0
33248,"Find the Thunderlord Cache",1,16,0,23564,33246,1
33249,"Defeat the Ancient Clefthoof",1,16,0,23565,33246,2
33250,"Defeat Deathtoll",1,16,0,23566,33246,3
33251,"Stop Arranok's Ritual",1,16,0,23567,33246,4
33252,"Defeat Skel'tik the Baleful",1,16,0,23568,33246,5
33265,,1,0,0,22425,31425,1
33266,,1,0,0,22427,31427,1
33267,,1,0,0,22432,31429,1
33268,,1,0,0,22538,31431,1
33269,,1,0,0,22736,31433,1
33270,,1,0,0,22440,31435,1
33271,,1,0,0,22448,31437,1
33272,,1,0,0,22451,31439,1
33273,,1,0,0,22539,31441,1
33274,"Defeat an Oasis Waterking",1,16,0,23572,33246,6
33277,"Achievement - Crazy for Cats",20,0,8,0,0,0
33278,"Black Tabby Cat",1,0,0,23577,33277,0
33279,"Bombay Cat",1,0,0,23578,33277,1
33280,"Calico Cat",1,0,0,23579,33277,3
33281,Cat,1,0,0,23580,33277,4
33282,"Cheetah Cub",1,0,0,23581,33277,5
33283,"Cinder Kitten",1,0,0,23596,33277,6
33284,"Cornish Rex Cat",1,0,0,23582,33277,7
33285,"Darkmoon Cub",1,0,0,23583,33277,8
33286,"Feline Familiar",1,0,0,23584,33277,9
33287,"Mr. Bigglesworth",1,0,0,23586,33277,12
33288,"Nightsaber Cub",1,0,0,23597,33277,13
33289,"Orange Tabby Cat",1,0,0,23587,33277,14
33290,"Panther Cub",1,0,0,23588,33277,15
33291,"Sand Kitten",1,0,0,23589,33277,16
33292,"Sapphire Cub",1,0,0,23590,33277,17
33293,"Siamese Cat",1,0,0,23591,33277,18
33294,"Silver Tabby Cat",1,0,0,23592,33277,19
33295,"Snow Cub",1,0,0,23593,33277,20
33296,"Spectral Cub",1,0,0,23599,33277,21
33297,"Spectral Tiger Cub",1,0,0,23598,33277,22
33298,"White Kitten",1,0,0,23594,33277,23
33299,"Winterspring Cub",1,0,0,23595,33277,24
33300,"Xu-Fu, Cub of Xuen",1,0,0,23600,33277,25
33301,"Fluxfire Feline",1,0,0,23585,33277,10
33302,"Scenario - Celestial - Step 01",0,0,4,0,0,0
33303,"Champions defeated",3,0,0,23601,33302,0
33308,"Scenario - Celestial - Pets Healed",1,0,8,0,0,0
33309,,1,0,0,23604,33308,0
33310,,1,0,0,23605,33308,1
33314,"Scenario - Celestial - Player Wins - Mother Spider",0,0,4,0,0,0
33315,,0,0,0,23606,33314,0
33331,"Scenario - Celestial - Step 02",0,0,4,0,0,0
33332,"Xu-Fu defeated",1,0,0,23612,33331,0
33333,"Yu'la defeated",1,0,0,23613,33331,1
33334,"Zao defeated",1,0,0,23614,33331,2
33335,"Chi-Chi defeated",1,0,0,23615,33331,3
33336,"Scenario - Celestial - Player Wins - Xuen",0,0,4,0,0,0
33337,,0,0,0,23612,33336,0
33338,"Scenario - Celestial - Player Wins - Niuzao",0,0,4,0,0,0
33339,,0,0,0,23614,33338,0
33340,"Scenario - Celestial - Player Wins - Chi-Ji",0,0,4,0,0,0
33341,,0,0,0,23615,33340,0
33342,"Scenario - Celestial - Player Wins - Yu'lon",0,0,4,0,0,0
33343,,0,0,0,23613,33342,0
33344,"Scenario - Celestial - Player Wins - Wrathion",0,0,4,0,0,0
33345,,0,0,0,23610,33344,0
33346,"Scenario - Celestial - Player Wins - Lorewalker Cho",0,0,4,0,0,0
33347,,0,0,0,23611,33346,0
33348,"Scenario - Celestial - Player Wins - Chen Stormstout",0,0,4,0,0,0
33349,,0,0,0,23616,33348,0
33350,"Scenario - Celestial - Player Wins - Sully",0,0,4,0,0,0
33351,,0,0,0,23617,33350,0
33352,"Scenario - Celestial - Player Wins - Shademaster Kiryn",0,0,4,0,0,0
33353,,0,0,0,23607,33352,0
33354,"Scenario - Celestial - Player Wins - Taran Zhu",0,0,4,0,0,0
33355,,0,0,0,23618,33354,0
33356,"Scenario - Celestial - Player Wins - Wise Mari",0,0,4,0,0,0
33357,,0,0,0,23619,33356,0
33358,"Scenario - Celestial - Player Wins - Blingtron 4000",0,0,4,0,0,0
33359,,0,0,0,23620,33358,0
33360,"Scenario - Celestial - Player Wins - Dr. Ion Goldbloom",0,0,4,0,0,0
33361,,0,0,0,23621,33360,0
33364,"Scenario - Celestial - Win the Tournament (Statistics)",0,0,4,0,0,0
33365,,0,0,0,23622,33364,0
33366,"Scenario - Celestial - Win the Tournament",0,2,4,0,0,0
33367,,0,2,0,23622,33366,0
33377,,1,2,0,23250,31466,7
33378,,1,2,0,23250,31454,7
33397,"Challenge Master: Gate of the Setting Sun",1,0,8,0,0,0
33398,,1,2,0,23629,33397,0
33399,,1,2,0,23646,33397,1
33400,"Challenge Master: Mogu'shan Palace",1,0,8,0,0,0
33401,,1,2,0,23631,33400,0
33402,,1,2,0,23632,33400,1
33403,"Challenge Master: Scarlet Halls",1,0,8,0,0,0
33404,,1,2,0,23633,33403,0
33405,,1,2,0,23634,33403,1
33406,"Challenge Master: Scarlet Monastery",1,0,8,0,0,0
33407,,1,2,0,23635,33406,0
33408,,1,2,0,23636,33406,1
33409,"Challenge Master: Scholomance",1,0,8,0,0,0
33410,,1,2,0,23637,33409,0
33411,,1,2,0,23638,33409,1
33412,"Challenge Master: Shado-Pan Monastery",1,0,8,0,0,0
33413,,1,2,0,23639,33412,0
33414,,1,2,0,23640,33412,1
33415,"Challenge Master: Siege of Niuzao Temple",1,0,8,0,0,0
33416,,1,2,0,23641,33415,0
33417,,1,2,0,23642,33415,1
33418,"Challenge Master: Stormstout Brewery",1,0,8,0,0,0
33419,,1,2,0,23643,33418,0
33420,,1,2,0,23644,33418,1
33421,"Challenge Master: Temple of the Jade Serpent",1,0,8,0,0,0
33422,,1,2,0,23645,33421,0
33423,,1,2,0,23630,33421,1
33433,"Gamon Achievement Criteria",0,0,4,0,0,0
33434,Nazgrim,1,2,0,23649,33433,0
33439,"Earn 27000 Conquest Points in Season 15 (H)",0,0,4,0,0,0
33440,,1,2,0,23902,33439,0
33441,"Earn 27000 Conquest Points in Season 15 (A)",0,0,4,0,0,0
33442,,1,2,0,23902,33441,0
33443,"Dark Shaman Achievement Criteria",0,0,4,0,0,0
33444,Haromm,1,2,0,23650,33443,0
33445,"Vale of Eternal Sorrows",0,0,4,0,0,0
33446,Immerseus,1,16,0,23651,33445,0
33447,Norushen,1,16,0,23654,33445,2
33448,"Fallen Protectors",1,16,0,23653,33445,1
33463,"Sha of Pride",1,16,0,23652,33445,3
33464,"Gates of Retribution",0,0,4,0,0,0
33465,Galakras,1,16,0,23655,33464,0
33466,"Iron Juggernaut",1,16,0,23656,33464,1
33467,"Kor'kron Dark Shaman",1,16,0,23657,33464,2
33468,"General Nazgrim",1,16,0,23658,33464,3
33469,"The Underhold",0,0,4,0,0,0
33470,Malkorok,1,16,0,23659,33469,0
33471,"Spoils of Pandaria",1,16,0,23660,33469,1
33472,"Thok the Bloodthirsty",1,16,0,23661,33469,2
33473,Downfall,0,0,4,0,0,0
33474,"Paragons of the Klaxxi",1,16,0,23906,33473,1
33475,"Garrosh Hellscream",1,16,0,23664,33473,2
33476,"Siegecrafter Blackfuse",1,16,0,23662,33473,0
33477,"Glory of the Orgrimmar Raider",0,0,4,0,0,0
33478,"Rescue Raiders",1,0,0,23665,33477,6
33479,"Gamon Will Save Us!",1,0,0,23666,33477,7
33480,"Heroic: Immerseus",0,0,4,0,0,0
33481,Immerseus,1,2,0,23667,33480,0
33482,"Heroic: Fallen Protectors",0,0,4,0,0,0
33483,"Fallen Protectors",1,2,0,23668,33482,0
33484,"Heroic: Norushen",0,0,4,0,0,0
33485,Norushen,1,2,0,23669,33484,0
33486,"Heroic: Sha of Pride",0,0,4,0,0,0
33487,"Sha of Pride",1,2,0,23670,33486,0
33488,"Heroic: Galakras",0,0,4,0,0,0
33489,Galakras,1,2,0,23671,33488,0
33490,"Heroic: Iron Juggernaut",0,0,4,0,0,0
33491,"Iron Juggernaut",1,2,0,23672,33490,0
33492,"Heroic: Kor'kron Dark Shaman",0,0,4,0,0,0
33493,"Kor'kron Dark Shaman",1,2,0,23673,33492,0
33494,"Heroic: General Nazgrim",0,0,4,0,0,0
33495,"General Nazgrim",1,2,0,23674,33494,0
33496,"Heroic: Malkorok",0,0,4,0,0,0
33497,Malkorok,1,2,0,23675,33496,0
33498,"Heroic: Spoils of Pandaria",0,0,4,0,0,0
33499,"Spoils of Pandaria",1,2,0,23676,33498,0
33500,"Heroic: Thok the Bloodthirsty",0,0,4,0,0,0
33501,"Thok the Bloodthirsty",1,2,0,23677,33500,0
33502,"Heroic: Siegecrafter Blackfuse",0,0,4,0,0,0
33503,"Siegecrafter Blackfuse",1,2,0,23678,33502,0
33504,"Heroic: Paragons of the Klaxxi",0,0,4,0,0,0
33505,"Paragons of the Klaxxi",1,2,0,24138,33504,0
33506,"Heroic: Garrosh Hellscream",0,0,4,0,0,0
33507,"Garrosh Hellscream",1,2,0,23680,33506,0
33508,"Win 100 Arena (3v3) or 40 Rated Battlegrounds in Season 14",1,0,8,0,0,0
33510,"Win 100 Arena (3v3) matches in Season 14",100,1,0,23681,33509,0
33511,"Win 40 Rated Battleground Matches in Season 14",40,1,0,23682,33509,1
33512,"Successfully complete any of the Basic (Bronze) trials at the Proving Grounds.",1,0,8,0,0,0
33513,"Basic Damage (Bronze)",1,2,0,23683,33512,0
33514,"Basic Tank (Bronze)",1,2,0,23684,33512,1
33515,"Basic Healer (Bronze)",1,2,0,23685,33512,2
33516,"Successfully complete all of the Basic (Bronze) trials at the Proving Grounds.",1,0,4,0,0,0
33517,"Basic Damage (Bronze)",1,2,0,23683,33516,0
33518,"Basic Tank (Bronze)",1,2,0,23684,33516,1
33519,"Basic Healer (Bronze)",1,2,0,23685,33516,2
33520,"Successfully complete any of the Basic (Silver) trials at the Proving Grounds.",1,0,8,0,0,0
33521,"Basic Damage (Bronze)",1,2,0,23683,33520,0
33522,"Basic Tank (Bronze)",1,2,0,23684,33520,1
33523,"Basic Healer (Bronze)",1,2,0,23685,33520,2
33524,"Successfully complete all of the Basic (Silver) trials at the Proving Grounds.",1,0,4,0,0,0
33525,"Basic Damage (Silver)",1,2,0,23686,33524,0
33526,"Basic Tank (Silver)",1,2,0,23687,33524,1
33527,"Basic Healer (Silver)",1,2,0,23688,33524,2
33529,"Basic Damage (Silver)",1,2,0,23686,33528,0
33530,"Basic Tank (Silver)",1,2,0,23687,33528,1
33531,"Basic Healer (Silver)",1,2,0,23688,33528,2
33532,"Successfully complete all of the Basic (Gold) trials at the Proving Grounds.",1,0,4,0,0,0
33533,"Basic Damage (Gold)",1,2,0,23689,33532,0
33534,"Basic Tank (Gold)",1,2,0,23690,33532,1
33535,"Basic Healer (Gold)",1,2,0,23691,33532,2
33536,"Successfully complete any of the Basic (Gold) trials at the Proving Grounds.",1,0,8,0,0,0
33537,"Basic Damage (Gold)",1,2,0,23689,33536,0
33538,"Basic Tank (Gold)",1,2,0,23690,33536,1
33539,"Basic Healer (Gold)",1,2,0,23691,33536,2
33540,"Siege of Orgrimmar Guild Run",0,0,4,0,0,0
33541,Immerseus,1,0,0,23692,33540,0
33542,"Fallen Protectors",1,0,0,23693,33540,1
33543,Norushen,1,0,0,23694,33540,2
33544,"Sha of Pride",1,0,0,23695,33540,3
33545,Galakras,1,0,0,23696,33540,4
33546,"Iron Juggernaut",1,0,0,23697,33540,5
33547,"Kor'kron Dark Shaman",1,0,0,23698,33540,6
33548,"General Nazgrim",1,0,0,23699,33540,7
33549,Malkorok,1,0,0,23700,33540,8
33550,"Siegecrafter Blackfuse",1,0,0,23701,33540,11
33551,"Spoils of Pandaria",1,0,0,23702,33540,9
33552,"Thok the Bloodthirsty",1,0,0,23703,33540,10
33553,"Paragons of the Klaxxi",1,0,0,23704,33540,12
33554,"Garrosh Hellscream",1,0,0,23705,33540,13
33555,"Heroic: Garrosh Hellscream Guild Run",0,0,4,0,0,0
33556,,1,2,0,23706,33555,0
33557,"Realm First! Garrosh Hellscream (10 player)",0,0,4,0,0,0
33558,,1,2,0,23707,33557,0
33559,"Realm First! Garrosh Hellscream (25 player)",0,0,4,0,0,0
33560,,1,2,0,23708,33559,0
33561,"Defeat Cindermaw",1,16,0,23709,33246,7
33562,"Highest score on Basic Damage (Endless) at the Proving Grounds (Level 90)",0,0,4,0,0,0
33563,"Basic Damage (Endless) High Score",0,0,0,23710,33562,0
33564,"Highest score on Basic Tank (Endless) at the Proving Grounds (Level 90)",0,0,4,0,0,0
33565,"Basic Tank (Endless) High Score",0,0,0,23711,33564,0
33566,"Highest score on Basic Healer (Endless) at the Proving Grounds (Level 90)",0,0,4,0,0,0
33567,"Basic Healer (Endless) High Score",0,0,0,23712,33566,0
33568,"Obtain Legendary Cloak",1,0,8,0,32871,0
33569,,1,0,0,23713,33568,0
33570,,1,0,0,23714,33568,1
33571,,1,0,0,23715,33568,2
33572,,1,0,0,23716,33568,3
33573,,1,0,0,23717,33568,4
33574,,1,0,0,23718,33568,5
33575,"Achievement - Complete Celestial Tournament",0,0,4,0,0,0
33576,,1,0,0,23622,33575,0
33577,"Achievement - Master of the Masters",0,0,4,0,0,0
33578,"Blingtron 4000",1,0,0,23620,33577,0
33579,Wrathion,1,0,0,23610,33577,1
33580,"Lorewalker Cho",1,0,0,23611,33577,2
33581,"Chen Stormstout",1,0,0,23616,33577,3
33582,"Wise Mari",1,0,0,23619,33577,4
33583,"Shademaster Kiryn",1,0,0,23607,33577,5
33584,"Sully ""The Pickle"" McLeary",1,0,0,23617,33577,6
33585,"Taran Zhu",1,0,0,23618,33577,7
33586,"Dr. Ion Goldbloom",1,0,0,23621,33577,8
33587,"Xu-Fu, Cub of Xuen",1,0,0,23612,33577,9
33588,"Chi-Chi, Hatchling of Chi-Ji",1,0,0,23615,33577,10
33589,"Zao, Calfling of Niuzao",1,0,0,23614,33577,11
33590,"Yu'la, Broodling of Yu'lon",1,0,0,23613,33577,12
33591,"Achievement - Celestial Family",0,0,4,0,0,0
33592,"Xu-Fu, Cub of Xuen",1,0,0,23600,33591,0
33593,"Chi-Chi, Hatchling of Chi-Ji",1,0,0,23719,33591,1
33594,"Yu'la, Broodling of Yu'lon",1,0,0,23720,33591,2
33595,"Zao, Calfling of Niuzao",1,0,0,23721,33591,3
33596,"Stomp on 6 superheated crawler mines and then defeat the Iron Juggernaut in Normal or Heroic Siege of Orgrimmar.",0,0,4,0,0,0
33597,"Sufficient Superheated Mines Stomped",1,0,0,23722,33596,0
33598,"Return From Darkness",0,0,4,0,0,0
33599,"No Pride Gained from Manifestations of Pride",1,0,0,23723,33598,0
33600,"Seat and serve as many customers as you can",0,0,4,0,0,0
33601,"Seat and serve as many customers as you can",1,0,0,23872,33600,0
33602,"Earn a Score of at least 20,000",0,0,4,0,0,0
33603,"Earn a score of at least 20,000",20000,0,0,23724,33602,0
33606,"Win 100 Arena (3v3) matches in Season 14",100,1,0,23681,33508,0
33607,"Win 40 Rated Battleground Matches in Season 14",40,1,0,23682,33508,1
33614,"Basic Damage - Bronze - Wave 1",0,0,4,0,0,0
33615,"Wave 1",0,0,0,23727,33614,0
33616,"Basic Damage - Bronze - Wave 2",0,0,4,0,0,0
33617,"Wave 2",0,0,0,23728,33616,0
33618,"Basic Damage - Bronze - Wave 3",0,0,4,0,0,0
33619,"Wave 3",0,0,0,23729,33618,0
33620,"Basic Damage - Bronze - Wave 4",0,0,4,0,0,0
33621,"Wave 4",0,0,0,23730,33620,0
33622,"Basic Damage - Bronze - Wave 5",0,0,4,0,0,0
33623,"Wave 5",0,0,0,23731,33622,0
33624,"Garrosh Raid - Golden Lotus - Go Long Achievement",0,0,4,0,0,0
33625,"Have spell 145538 cast on you.",0,2,0,23732,33624,0
33626,"Garrosh Raid - Arsenal - Criss Cross Achevement",0,0,4,0,0,0
33627,"Defeat Galakras in the Siege of Orgrimmar without having allowed a single friendly NPC to perish in battle in Normal, Heroic, or Flexible difficulty.",0,0,4,0,0,0
33628,,1,2,0,23733,33627,0
33629,"Go Long",1,0,0,23734,33477,1
33630,"Swallow Your Pride",1,0,0,23735,33477,3
33631,"The Immortal Vanguard",1,0,0,23736,33477,4
33632,"Fire in the Hole!",1,0,0,23737,33477,5
33633,"Criss Cross",1,0,0,23738,33477,9
33634,"Mega Snail Vs. Giant Dinosaur",1,0,0,23739,33477,10
33635,"Guardian Cub",1,0,0,23740,33277,11
33636,"Garrosh Raid - Keeper - Special Achievement Criteria",0,0,4,0,0,0
33637,,1,2,0,23741,33636,0
33638,"Now We Are the Paragon",3,0,8,0,0,0
33639,"Become the Wind-Reaver",0,0,4,0,33638,0
33640,"Become the Bloodseeker",0,0,4,0,33638,1
33641,,1,0,0,23907,33640,0
33643,"Become the Prime",0,0,4,0,33638,2
33644,,1,0,0,23908,33643,0
33646,"Become the Swarmkeeper",0,0,4,0,33638,3
33647,,1,0,0,23909,33646,0
33648,"Kill Ordos",0,0,4,0,0,0
33649,,1,2,0,23742,33648,0
33650,"Four Celestials (Timeless Isle)",0,0,4,0,0,0
33651,Chi-Ji,1,0,0,23743,33650,0
33652,Yu'lon,1,0,0,23744,33650,3
33653,Niuzao,1,0,0,23745,33650,1
33654,Xuen,1,0,0,23746,33650,2
33655,"Insignia of the Horde",1,2,0,23747,3435,59
33656,"Insignia of the Horde",1,2,0,23748,3435,60
33657,"Insignia of the Horde",1,2,0,23749,3435,61
33658,"Insignia of the Horde",1,2,0,23750,3435,62
33659,"Insignia of the Horde",1,2,0,23751,3435,63
33660,"Insignia of the Horde",1,2,0,23752,3435,64
33661,"Medallion of the Alliance",1,2,0,23753,6492,59
33662,"Medallion of the Alliance",1,2,0,23754,6492,60
33663,"Medallion of the Alliance",1,2,0,23755,6492,61
33664,"Medallion of the Alliance",1,2,0,23756,6492,62
33665,"Medallion of the Alliance",1,2,0,23757,6492,63
33666,"Medallion of the Alliance",1,2,0,23758,6492,64
33667,"Medallion of the Alliance",1,2,0,23759,6492,65
33668,"Medallion of the Alliance",1,2,0,23760,6492,66
33669,"Medallion of the Alliance",1,2,0,23761,6492,67
33670,"Medallion of the Alliance",1,2,0,23762,6492,68
33671,"Medallion of the Alliance",1,2,0,23763,6492,69
33672,"Medallion of the Alliance",1,2,0,23764,6492,70
33673,"Medallion of the Horde",1,2,0,23765,3435,65
33674,"Medallion of the Horde",1,2,0,23766,3435,66
33675,"Medallion of the Horde",1,2,0,23767,3435,67
33676,"Medallion of the Horde",1,2,0,23768,3435,68
33677,"Medallion of the Horde",1,2,0,23769,3435,69
33678,"Medallion of the Horde",1,2,0,23770,3435,70
33679,"Malkorok - Achievement",0,0,4,0,0,0
33680,,1,2,0,23771,33679,0
33681,"Defeat Siegecrafter Blackfuse in Siege of Orgrimmar without destroying each of the following weapons:",0,0,4,0,0,0
33682,"Deactivated Laser Turret",0,0,0,23772,33681,0
33683,"Deactivated Electromagnet",0,0,0,23773,33681,1
33684,"Deactivated Missile Turret",0,0,0,23774,33681,2
33685,"Disassembled Crawler Mines",0,0,0,23775,33681,3
33696,"No More Tears",1,0,0,23779,33477,0
33697,"Unlimited Potential",1,0,0,23780,33477,8
33698,"Lasers and Drills and Magnets! Oh My!",1,0,0,23781,33477,11
33699,"Now We Are the Paragon",1,0,0,23782,33477,12
33700,Strike!,1,0,0,23783,33477,13
33701,,0,0,0,23784,33308,2
33702,"Chi-Ji Kills",0,0,4,0,0,0
33703,,1,2,0,23743,33702,0
33704,"Niuzao Kills",0,0,4,0,0,0
33705,,1,2,0,23745,33704,0
33706,"Xuen Kills",0,0,4,0,0,0
33707,,1,2,0,23746,33706,0
33708,"Yu'lon Kills",0,0,4,0,0,0
33709,,1,2,0,23744,33708,0
33710,"Ordos Kills",0,0,4,0,0,0
33711,,1,2,0,23742,33710,0
33712,"Immerseus Statistic (LFR)",0,0,4,0,0,0
33713,,1,2,0,23785,33712,0
33714,"Immerseus Statistic (Flex)",0,0,4,0,0,0
33715,,1,2,0,23786,33714,0
33716,"Immerseus Statistic (10N)",0,0,4,0,0,0
33717,,1,2,0,23787,33716,0
33718,"Immerseus Statistic (25N)",0,0,4,0,0,0
33719,,1,2,0,23788,33718,0
33720,"Immerseus Statistic (10H)",0,0,4,0,0,0
33721,,1,2,0,27452,33720,0
33722,"Immerseus Statistic (25H)",0,0,4,0,0,0
33723,,1,2,0,23790,33722,0
33724,"Fallen Protectors Statistic (LFR)",0,0,4,0,0,0
33725,,1,2,0,23791,33724,0
33726,"Fallen Protectors Statistic (Flex)",0,0,4,0,0,0
33727,,1,2,0,23792,33726,0
33728,"Fallen Protectors Statistic (10N)",0,0,4,0,0,0
33729,,1,2,0,23793,33728,0
33730,"Fallen Protectors Statistic (25N)",0,0,4,0,0,0
33731,,1,2,0,23794,33730,0
33732,"Fallen Protectors Statistic (10H)",0,0,4,0,0,0
33733,,1,2,0,27453,33732,0
33734,"Fallen Protectors Statistic (25H)",0,0,4,0,0,0
33735,,1,2,0,23796,33734,0
33736,"Norushen Statistic (LFR)",0,0,4,0,0,0
33737,,1,2,0,23797,33736,0
33738,"Norushen Statistic (Flex)",0,0,4,0,0,0
33739,,1,2,0,23798,33738,0
33740,"Norushen Statistic (10N)",0,0,4,0,0,0
33741,,1,2,0,23799,33740,0
33742,"Norushen Statistic (25N)",0,0,4,0,0,0
33743,,1,2,0,23800,33742,0
33744,"Norushen Statistic (10H)",0,0,4,0,0,0
33745,,1,2,0,27454,33744,0
33746,"Norushen Statistic (25H)",0,0,4,0,0,0
33747,,1,2,0,23802,33746,0
33748,"Sha of Pride Statistic (LFR)",0,0,4,0,0,0
33749,,1,2,0,23803,33748,0
33750,"Sha of Pride Statistic (Flex)",0,0,4,0,0,0
33751,,1,2,0,23804,33750,0
33752,"Sha of Pride Statistic (10N)",0,0,4,0,0,0
33753,,1,2,0,23805,33752,0
33754,"Sha of Pride Statistic (25N)",0,0,4,0,0,0
