ID,Effect,EffectBasePoints,EffectIndex,EffectAura,DifficultyID,EffectAmplitude,EffectAuraPeriod,EffectBonusCoefficient,EffectChainAmplitude,EffectChainTargets,EffectDieSides,EffectItemType,EffectMechanic,EffectPointsPerResource,EffectRealPointsPerLevel,EffectTriggerSpell,EffectPos_facing,EffectAttributes,BonusCoefficientFromAP,PvpMultiplier,Coefficient,Variance,ResourceCoefficient,GroupSizeBasePointsCoefficient,EffectSpellClassMask_0,EffectSpellClassMask_1,EffectSpellClassMask_2,EffectSpellClassMask_3,EffectMiscValue_0,EffectMiscValue_1,EffectRadiusIndex_0,EffectRadiusIndex_1,ImplicitTarget_0,ImplicitTarget_1,SpellID
268954,2,47499,0,0,15,0,0,0,1,0,5001,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,184584
268955,2,33899,0,0,14,0,0,0,1,0,3601,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,0,25,0,184584
268956,2,15725,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.14999997616,0,0,0,0,0,0,0,0,25,0,185053
268958,2,51750,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.14999997616,0,0,0,0,0,0,0,0,25,0,185053
268959,2,37000,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.14999997616,0,0,0,0,0,0,0,0,25,0,185053
268974,2,16222,0,0,17,0,0,0,1,0,855,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,8,22,7,182052
268975,2,75745,0,0,16,0,0,0,1,0,4049,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,8,22,7,182052
268976,2,56125,0,0,15,0,0,0,1,0,2994,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,8,22,7,182052
268977,2,40115,0,0,14,0,0,0,1,0,2113,0,0,0,0,0,0,0,0,1,0,0,0,1.39999997616,0,0,0,0,0,0,0,8,22,7,182052
269446,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,38903,0,0,0,1,0,185560
269940,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,38850,0,0,0,1,0,185746
270003,216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,206,0,0,0,1,0,185781
270120,216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,210,0,0,0,1,0,185844
270232,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,38940,0,0,0,1,0,185907
270318,6,50,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,23,0,0,113,22,15,185978
270513,24,1,0,0,0,0,0,0,1,0,0,127016,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13,0,0,0,1,0,186097
270703,2,77759,0,0,23,0,0,1,1,0,3916,0,0,0,0,0,0,131072,0,1,0,0,0,1,0,0,0,0,0,0,0,23,87,134,168955
270743,2,72089,0,0,23,0,0,0,1,0,3916,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,87,16,166404
270748,2,62504,0,0,23,0,0,0,1,0,6616,0,0,0,0,0,0,131072,0,1,0,0,0,1,0,0,0,0,0,0,35,0,129,0,166041
270779,2,122984,0,0,23,0,0,0,1,3,20116,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,164192
270802,2,62504,0,0,23,0,0,0,1,0,6616,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,163007
270873,2,73979,0,0,23,0,0,0,1,0,3916,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,23,22,15,156718
270915,2,73979,0,0,23,0,0,0,1,0,3916,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,154301
270970,2,73979,0,0,23,0,0,0,1,0,3916,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,153089
271028,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39009,0,0,0,1,0,186169
271112,216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,220,0,0,0,1,0,186219
271114,216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,215,0,0,0,1,0,186220
271116,216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,212,0,0,0,1,0,186221
271396,6,50,0,108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,0,0,0,0,0,0,1,0,186393
271558,6,50,1,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,20,0,0,0,77,0,186448
271572,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39030,0,0,0,1,0,186498
272116,6,20,1,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,20,0,0,0,77,0,186785
272424,2,878372,0,0,16,0,0,0,1,0,43255,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,14,63,16,182011
272473,2,389872,0,0,15,0,0,0,1,0,20255,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12,0,129,0,185847
272576,98,255,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,125,20,18,0,24,0,187017
273396,24,1,0,0,0,0,0,0,1,0,0,127716,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13,0,0,0,1,0,187493
273695,6,100,1,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,22,0,23,0,54,0,187664
273831,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39183,0,0,0,1,0,187750
273835,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39184,0,0,0,1,0,187754
273836,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39185,0,0,0,1,0,187755
273837,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39186,0,0,0,1,0,187756
273838,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39187,0,0,0,1,0,187757
274199,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39216,0,0,22,22,7,187977
274379,6,100,1,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,22,0,0,0,77,0,188087
274540,6,1,0,16,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,188144
274707,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39265,0,0,0,1,0,188226
274711,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39267,0,0,0,1,0,188230
274722,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39266,0,0,0,1,0,188239
274724,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39268,0,0,0,1,0,188241
274897,216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,222,0,0,0,1,0,188361
274956,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39273,0,0,0,1,0,188386
275198,6,-50,0,16,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,188439
275284,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39282,0,0,0,1,0,188490
275747,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39310,0,0,0,1,0,188736
275787,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39304,0,0,0,1,0,188753
276755,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,38994,0,0,0,1,0,189214
276780,216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,224,0,0,0,1,0,189226
276786,216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,225,0,0,0,1,0,189228
276812,216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,226,0,0,0,1,0,189246
276939,223,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,315,316,0,0,0,0,189317
277711,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,36810,0,0,0,1,0,189764
277875,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,38844,0,0,0,1,0,189866
278054,6,1000,1,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,22,0,0,0,6,0,189533
278200,216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,227,0,0,0,1,0,190000
278202,216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,228,0,0,0,1,0,190001
278302,3,30,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,190031
278304,3,20,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,189972
278400,6,50,1,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,20,0,0,0,1,0,190070
278583,6,1000,1,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,18,0,0,14,87,16,189781
278822,6,8,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,22,0,0,0,1,0,190341
278884,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39497,0,0,0,1,0,190374
278953,6,600,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,22,0,0,13,18,31,190400
279140,6,100,2,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,22,0,0,9,138,8,185656
279165,6,25,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,20,0,0,0,1,0,190482
279409,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39561,0,0,0,1,0,190606
279588,6,5,1,255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,0,88,0,134,0,190706
280043,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39607,0,0,0,1,0,190944
280437,2,1372,0,0,0,1,0,1,1,0,255,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,191213
280516,216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,232,0,0,0,1,0,191256
280585,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39609,0,0,0,1,0,191300
280587,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39609,0,0,0,1,0,191301
280589,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39609,0,0,0,1,0,191302
280594,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39609,0,0,0,1,0,191303
280597,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39609,0,0,0,1,0,191304
280600,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39610,0,0,0,1,0,191305
280603,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39610,0,0,0,1,0,191306
280606,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39610,0,0,0,1,0,191307
280609,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39610,0,0,0,1,0,191308
280612,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39610,0,0,0,1,0,191309
280720,216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,234,0,0,0,1,0,191372
281139,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39717,0,0,0,1,0,191660
281184,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39730,0,0,0,1,0,191692
281187,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39732,0,0,0,1,0,191693
281190,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39734,0,0,0,1,0,191694
281426,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39775,0,0,0,1,0,191831
281676,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39794,0,0,0,1,0,192011
281677,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39795,0,0,0,1,0,192012
281678,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39797,0,0,0,1,0,192013
281710,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39798,0,0,0,1,0,192036
281812,6,-90,0,16,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,192113
282328,6,3,0,108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16777216,0,0,0,0,0,0,0,1,0,192457
282355,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39865,0,0,0,1,0,192472
283264,6,1,0,16,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,193078
283356,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39980,0,0,0,1,0,193140
283357,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39981,0,0,0,1,0,193141
283358,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39982,0,0,0,1,0,193142
283906,6,0,1,108,0,0,0,2.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,131104,134217732,536876608,8388616,0,0,0,0,1,0,193468
285059,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,39991,0,0,0,1,0,194207
285718,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,47116,0,0,0,0,0,194624
286651,6,20,0,108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,1,0,195265
287496,24,1,0,0,0,0,0,0,1,0,0,130216,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13,0,0,0,1,0,195849
288093,6,-16,0,239,0,0,0,0,1,0,16,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,120,0,196285
288821,114,1,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,196727
288823,6,400,2,11,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,196727
288895,6,1,0,16,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,196774
289483,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40409,0,0,0,1,0,197127
289484,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40410,0,0,0,1,0,197128
289485,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40411,0,0,0,1,0,197129
289869,6,25,1,255,0,0,0,0,1,0,0,0,33,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,33,0,0,0,6,0,197326
290434,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40122,0,0,0,1,0,197654
290815,6,2,0,330,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16777216,0,0,0,0,0,0,0,1,0,197900
290905,6,150,2,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,33,0,0,0,6,0,197943
291009,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40582,0,0,0,1,0,198008
291013,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40581,0,0,0,1,0,198010
291018,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40580,0,0,0,1,0,198011
291158,6,500,0,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,34,0,0,0,6,0,198108
291165,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40584,0,0,0,1,0,198113
291344,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40601,0,0,30,18,8,198230
291460,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40609,0,0,30,18,8,198316
291463,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40610,0,0,30,18,8,198319
291498,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40612,0,0,30,18,8,198344
291649,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40619,0,0,0,1,0,198435
291652,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40620,0,0,0,1,0,198436
291791,6,50,1,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,22,0,0,9,22,15,198519
292154,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40627,0,0,0,1,0,198747
292220,6,30,0,16,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,198783
292716,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40638,0,0,0,1,0,198905
292737,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40639,0,0,0,1,0,198920
292830,24,10,0,0,0,0,0,0,1,0,0,132516,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13,0,0,0,1,0,198978
293008,6,2,0,108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8388616,0,0,0,0,0,0,0,1,0,199120
293116,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40662,0,0,0,1,0,199194
293124,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40663,0,0,0,1,0,199197
293127,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40664,0,0,0,1,0,199198
293215,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40521,0,0,0,1,0,199262
293432,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40686,0,0,0,1,0,199405
293436,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40688,0,0,0,1,0,199406
293441,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40687,0,0,0,1,0,199409
293558,6,30,0,16,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12,0,120,0,199483
293609,3,199516,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,197,76,86,199515
293793,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40703,0,0,0,1,0,199651
293887,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40707,0,0,0,1,0,199703
293891,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40709,0,0,0,1,0,199704
294421,6,25,1,255,0,0,0,0,1,0,0,0,35,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,35,0,0,22,22,7,199948
294502,6,30,0,108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16,0,0,0,0,0,1,0,200072
294509,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40723,0,0,0,1,0,200078
294512,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40722,0,0,0,1,0,200079
294515,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40724,0,0,0,1,0,200080
294643,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40736,0,0,0,1,0,200155
294645,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40735,0,0,0,1,0,200157
294646,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40732,0,0,0,1,0,200158
294647,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40733,0,0,0,1,0,200159
294648,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40734,0,0,0,1,0,200160
294649,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40738,0,0,0,1,0,200161
294650,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40737,0,0,0,1,0,200162
294773,6,98,0,16,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,200244
294982,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40768,0,0,0,1,0,200377
295238,6,98,0,16,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,200544
295289,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40781,0,0,0,1,0,200576
295304,6,50,1,255,0,0,0,0,1,0,0,0,33,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,33,0,0,10,22,15,200580
295479,179,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5663,0,0,0,18,0,200679
295654,6,10,1,255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,22,0,29,0,129,0,200783
295907,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40804,0,0,0,1,0,200955
296067,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40810,0,0,0,1,0,201068
296107,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40817,0,0,0,1,0,201093
296111,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40818,0,0,0,1,0,201094
296596,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40842,0,0,0,1,0,201345
296599,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40843,0,0,0,1,0,201346
296603,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40844,0,0,0,1,0,201347
296790,6,201427,4,332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1048576,16,0,0,0,0,0,1,0,162264
297756,6,1,1,11,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,14,53,16,202044
298165,98,91,1,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,100,0,0,14,22,15,202292
