Title_lang,Description_lang,Reward_lang,Flags,Instance_ID,Supercedes,Category,Ui_order,Shares_criteria,Faction,Points,Minimum_criteria,ID,IconFileID,Criteria_tree
"The Battle for Gilneas Killing Blows","The Battle for Gilneas Killing Blows",,1,-1,0,137,17,0,-1,0,0,5798,136243,18813
"Only the Penitent...","Activate both of Fandral's Flames at once in Firelands without any raid member getting hit by Kneel to the Flame!",,0,720,0,15068,42,0,-1,10,0,5799,512827,18264
Firelands,"Defeat the bosses in Firelands.",,0,720,0,15068,29,0,-1,10,0,5802,514278,18255
"Heroic: Ragnaros","Defeat Ragnaros in Firelands on Heroic Difficulty.","Title: Firelord",0,720,0,15068,36,0,-1,10,1,5803,512617,18366
"Heroic: Majordomo Fandral Staghelm","Defeat Majordomo Fandral Staghelm in Firelands on Heroic Difficulty.",,0,720,0,15068,35,0,-1,10,1,5804,512827,4875
"Heroic: Baleroc","Defeat Baleroc in Firelands on Heroic Difficulty.",,0,720,0,15068,34,0,-1,10,1,5805,515033,9105
"Heroic: Shannox","Defeat Shannox in Firelands on Heroic Difficulty.",,0,720,0,15068,32,0,-1,10,1,5806,524351,10274
"Heroic: Beth'tilac","Defeat Beth'tilac in Firelands on Heroic Difficulty.",,0,720,0,15068,30,0,-1,10,1,5807,524349,18803
"Heroic: Lord Rhyolith","Defeat Lord Rhyolith in Firelands on Heroic Difficulty.",,0,720,0,15068,31,0,-1,10,1,5808,524350,18916
"Heroic: Alysrazor","Defeat Alysrazor in Firelands on Heroic Difficulty.",,0,720,0,15068,33,0,-1,10,1,5809,512826,18920
"Not an Ambi-Turner","Defeat Lord Rhyolith in the Firelands without ever causing him to turn left while his armor is intact.",,0,-1,0,15068,38,0,-1,10,0,5810,450908,18287
"United Nations","Raise 55 reputations to Exalted.","Reward: Dark Phoenix Hatchling",28672,-1,5129,15089,3,0,1,15,55,5812,236688,27925
"Do a Barrel Roll!","Defeat Alysrazor in the Firelands without any raid member getting hit by the following attacks.",,0,-1,0,15068,39,0,-1,10,0,5813,319458,20171
"Krosus kills (Heroic Nighthold)",,,1,1530,0,15264,105,0,-1,0,0,10971,136243,50877
"Death from Above","Only kill Cinderweb Drones while they are atop the web canopy during the Beth'tilac encounter in Firelands.",,0,720,0,15068,37,0,-1,10,0,5821,237373,12969
"Veteran of the Alliance II","Win 150 rated battlegrounds.","Reward: Epic Warhorse",0,-1,5328,15092,6,0,1,10,0,5823,132486,17777
"Veteran of the Horde II","Win 150 rated battlegrounds.","Reward: Epic Wolf",0,-1,5325,15092,14,0,0,10,0,5824,132485,13137
"Avengers of Hyjal","Earn Exalted status with the Avengers of Hyjal.","Title: Avenger of Hyjal ",0,-1,0,15072,9,0,-1,15,0,5827,512609,12804
"Glory of the Firelands Raider","Complete the Firelands raid achievements listed below.","Reward: Corrupted Egg of Millagazor",143360,-1,0,168,23,0,-1,25,0,5828,514102,17745
"Bucket List","During a single engagement, bring Shannox to each of the following locations in the Firelands before dispatching him:",,0,-1,0,15068,40,0,-1,10,0,5829,514278,19270
"Share the Pain","Defeat Baleroc in the Firelands without allowing any member of your raid to suffer Torment more than three times.",,0,-1,0,15068,41,0,-1,10,0,5830,237567,17328
"Tricks and Treats of Northrend","Visit the Candy Buckets in Northrend.",,0,-1,0,158,23,0,0,10,0,5835,133982,20807
"Tricks and Treats of Northrend","Visit the Candy Buckets in Northrend.",,0,-1,0,158,17,0,1,10,0,5836,133982,20385
"Tricks and Treats of the Cataclysm","Visit the Candy Buckets in Cataclysm zones.",,0,-1,0,158,18,0,1,10,0,5837,133981,15593
"Tricks and Treats of the Cataclysm","Visit the Candy Buckets in Cataclysm zones.",,0,-1,0,158,24,0,0,10,0,5838,133981,20409
"Dragonwrath, Tarecgosa's Rest","Owner of Dragonwrath, Tarecgosa's Rest.",,2048,-1,0,15271,12,0,-1,0,1,5839,523897,20800
"Dragonwrath, Tarecgosa's Rest - Guild Edition","Owner of Dragonwrath, Tarecgosa's Rest.","Reward: Dragonwrath Whelpling",94208,-1,0,15079,23,0,-1,10,1,5840,523897,17666
"Let's Do Lunch: Ironforge","Complete each of the Ironforge cooking daily quests.",,0,-1,0,170,49,0,1,10,0,5841,132623,19281
"Let's Do Lunch: Darnassus","Complete each of the Darnassus cooking daily quests.",,0,-1,0,170,48,0,1,10,0,5842,134019,17767
"Let's Do Lunch: Thunder Bluff","Complete each of the Thunder Bluff cooking daily quests.",,0,-1,0,170,52,0,0,10,0,5843,134057,18130
"Let's Do Lunch: Undercity","Complete each of the Undercity cooking daily quests.",,0,-1,0,170,53,0,0,10,0,5844,350566,20180
"A Bunch of Lunch","Complete each Let's Do Lunch achievement.",,131072,-1,0,170,54,0,-1,10,0,5845,134056,20187
"Fish or Cut Bait: Ironforge","Complete each of the Ironforge fishing daily quests.",,0,-1,0,171,27,0,1,10,0,5847,132932,19292
"Fish or Cut Bait: Darnassus","Complete each of the Darnassus fishing daily quests.",,0,-1,0,171,26,0,1,10,0,5848,251535,19239
"Fish or Cut Bait: Thunder Bluff","Complete each of the Thunder Bluff fishing daily quests.",,0,-1,0,171,30,0,0,10,0,5849,251535,15636
"Fish or Cut Bait: Undercity","Complete each of the Undercity fishing daily quests.",,0,-1,0,171,31,0,0,10,0,5850,358687,3101
"Gone Fishin'","Complete each Fish or Cut Bait achievement.",,131072,-1,0,171,32,0,-1,10,0,5851,133133,20506
"A-Caroling We Will Go","Use your Gaudy Winter Veil Sweater to carol in enemy capital cities during the Feast of Winter Veil.",,0,-1,0,156,17,0,1,10,0,5853,237540,20791
"A-Caroling We Will Go","Use your Gaudy Winter Veil Sweater to carol in enemy capital cities during the Feast of Winter Veil.",,0,-1,0,156,18,0,0,10,0,5854,237540,10448
Ragnar-O's,"Defeat Ragnaros while three Living Meteors are ignited by Lava Wave.",,0,-1,0,15068,43,0,-1,10,0,5855,512617,18482
"Bear-ly Made It","Save all four prisoners before they are sacrificed in Zul'Aman on Heroic Difficulty.",,131072,568,0,15067,56,0,-1,10,1,5858,446127,19288
"Legacy of Leyara","Complete the Leyara quests in Mount Hyjal and the Molten Front.","Reward: Smoke-Stained Locket",0,-1,0,15070,28,0,-1,10,0,5859,236449,20287
"The 'Unbeatable?' Pterodactyl: BEATEN.","Complete the Vigilance on Wings daily quest in Mount Hyjal 10 times.","Reward: Chirping Box",0,-1,0,15070,10,0,-1,10,0,5860,132200,17764
"The Fiery Lords of Sethria's Roost","Hunt down and slay the following minions of Ragnaros in Sethria's Roost.",,0,-1,0,15070,30,0,-1,10,0,5861,135790,19142
"Ludicrous Speed","While on the quest Call the Flock in Mount Hyjal, obtain 65 stacks of Soar.",,0,-1,0,15070,32,0,-1,10,0,5862,132172,19278
"WoW's 7th Anniversary","Logged in during WoW's 7th Anniversary.",,2048,-1,0,15274,33,0,-1,0,0,5863,133783,20804
"Gang War","Win a duel in Sethria's Roost while on the quest ""The Protectors of Hyjal.""",,0,-1,0,15070,34,0,-1,10,0,5864,135415,18149
"Have... Have We Met?","Acknowledge your recognition by /waving at the following NPCs in Sethria's Roost.",,0,-1,0,15070,35,0,-1,10,0,5865,135646,19231
"The Molten Front Offensive","Unlock each of the following in the attack on the Molten Front.","Reward: Flameward Hippogryph",0,-1,0,15070,29,0,-1,10,0,5866,514278,7907
"Flawless Victory","Solo kill a Molten Behemoth in the Molten Front without taking any damage from Molten Stomp or Fiery Boulder.",,0,-1,0,15070,37,0,-1,10,0,5867,459027,20581
"Warmaster Blackhorn kills (Dragon Soul)",,,1,967,0,15096,74,0,-1,0,0,6163,574786,19784
"And the Meek Shall Inherit Kalimdor","Help each of the following critters get revenge on the mean old fire elementals.",,0,-1,0,15070,33,0,-1,10,0,5868,132328,20020
"Infernal Ambassadors","Slay the elite invaders of Hyjal in the following ways.",,0,-1,0,15070,36,0,-1,10,0,5869,236191,19148
"Fireside Chat","Speak with the following characters during the attack on the Molten Front.",,0,-1,0,15070,31,0,-1,10,0,5870,236450,20026
"Master of the Molten Flow","Complete the following challenges within the Molten Flow.",,0,-1,0,15070,38,0,-1,10,0,5871,135822,20074
"King of the Spider-Hill","Reach the highest point in the Widow's Clutch within the Molten Front.",,0,-1,0,15070,39,0,-1,10,0,5872,132196,18629
"Ready for Raiding II","Slay the following Lieutenants of Flame in Ragnaros' Reach without getting hit by their special attacks.",,0,-1,0,15070,41,0,-1,10,0,5873,135789,2951
"Death From Above","Bomb the following elementals during a bombing run in the Molten Front.",,0,-1,0,15070,40,0,-1,10,0,5874,512904,13725
"Littlest Pet Shop","Collect 150 unique pets.","Reward: Celestial Dragon",143360,-1,5877,15118,8,0,-1,10,0,5875,132599,22164
"Petting Zoo","Collect 100 unique pets.","Reward: Nuts",135168,-1,2516,15118,6,0,-1,10,0,5876,132599,22160
Menagerie,"Collect 125 unique pets.","Reward: Brilliant Kaliri",135168,-1,5876,15118,7,0,-1,10,0,5877,132599,22162
"Veteran of the Molten Front","Complete the Regrowth and Molten Front achievements listed below.","Title: The Flamebreaker",135168,-1,0,15070,42,0,-1,10,0,5879,514278,20292
"United Nations","Raise 55 reputations to Exalted.","Reward: Dark Phoenix Hatchling",28672,-1,7844,15089,6,0,0,15,55,5892,236688,28410
"Beth'tilac kills (Firelands)",,,1,720,0,15096,46,0,-1,0,0,5964,136243,7256
"Beth'tilac Heroic kills (Firelands)",,,1,720,0,15096,47,0,-1,0,0,5965,136243,7174
"Lord Rhyolith kills (Firelands)",,,1,720,0,15096,48,0,-1,0,0,5966,136243,7178
"Lord Rhyolith Heroic kills (Firelands)",,,1,720,0,15096,49,0,-1,0,0,5967,136243,8298
"Shannox kills (Firelands)",,,1,720,0,15096,50,0,-1,0,0,5968,136243,10334
"Shannox Heroic kills (Firelands)",,,1,720,0,15096,51,0,-1,0,0,5969,136243,8460
"Alysrazor kills (Firelands)",,,1,720,0,15096,52,0,-1,0,0,5970,136243,10419
"Alysrazor Heroic kills (Firelands)",,,1,720,0,15096,53,0,-1,0,0,5971,136243,14184
"Baleroc kills (Firelands)",,,1,720,0,15096,54,0,-1,0,0,5972,136243,8488
"Baleroc Heroic kills (Firelands)",,,1,720,0,15096,55,0,-1,0,0,5973,136243,8464
"Majordomo Fandral Staghelm kills (Firelands)",,,1,720,0,15096,56,0,-1,0,0,5974,136243,14713
"Majordomo Fandral Staghelm Heroic kills (Firelands)",,,1,720,0,15096,57,0,-1,0,0,5975,136243,8579
"Ragnaros kills (Firelands)",,,1,720,0,15096,58,0,-1,0,0,5976,136243,14419
"Ragnaros Heroic kills (Firelands)",,,1,720,0,15096,59,0,-1,0,0,5977,136243,7385
"Occu'thar kills (Baradin Hold)",,,1,757,0,15096,60,0,-1,0,0,5981,136243,12350
"Firelands Guild Run","Defeat the bosses in Firelands while in a guild group.",,53248,720,0,15087,5,0,-1,10,0,5983,514278,11018
"Heroic: Ragnaros Guild Run","Defeat Ragnaros in Firelands on Heroic difficulty while in a guild group.",,61440,720,0,15087,11,0,-1,10,1,5984,512617,10546
"Realm First! Ragnaros","First guild on the realm to defeat Ragnaros in Firelands on Heroic Difficulty while in a guild group.",,63744,720,0,15093,13,0,-1,0,1,5985,512617,11110
"Moon Guard","Engage the Echo of Tyrande in End Time on Heroic Difficulty after surviving her Shadow Gauntlet without allowing the party's healer to take any damage.",,0,938,0,15067,58,0,-1,10,0,5995,132330,19913
"Vicious Gladiator","Achieved Vicious Gladiator title.",,2048,-1,0,15270,17,0,-1,0,0,6002,236542,20584
"Vicious Gladiator's Twilight Drake","Obtain the Vicious Gladiator's Twilight Drake from Arena Season 9 of Cataclysm.",,2048,-1,0,15269,26,0,-1,0,1,6003,236235,20308
"Elders of Cataclysm","Honor the Elders which are located in zones opened by the cataclysm.",,0,-1,0,160,10,0,-1,10,0,6006,135982,20587
"Extinguishing Northrend","Desecrate the Horde's bonfires in Northrend.",,0,-1,0,161,16,0,1,10,0,6007,135820,20701
"Flame Warden of Northrend","Honor the flames of Northrend.",,0,-1,0,161,7,0,1,10,0,6008,135265,20711
"Flame Keeper of Northrend","Honor the flames of Northrend.",,0,-1,0,161,25,0,0,10,0,6009,135265,20721
"Extinguishing Northrend","Desecrate the Alliance's bonfires in Northrend.",,0,-1,0,161,34,0,0,10,0,6010,135820,20731
"Flame Warden of Cataclysm","Honor the flames of zones opened by the cataclysm.",,0,-1,0,161,4,0,1,10,0,6011,135265,20741
"Flame Keeper of Cataclysm","Honor the flames of zones opened by the cataclysm.",,0,-1,0,161,22,0,0,10,0,6012,135265,20748
"Extinguishing the Cataclysm","Desecrate the Horde's bonfires in zones opened by the cataclysm.",,0,-1,0,161,13,0,1,5,0,6013,135820,19639
"Extinguishing the Cataclysm","Desecrate the Alliance's bonfires in zones opened by the cataclysm.",,0,-1,0,161,31,0,0,5,0,6014,135820,20755
"Come One, Come All!","Attend the Darkmoon Faire.",,0,-1,0,15101,1,0,-1,5,0,6019,134481,20524
"Step Right Up","Play five different Darkmoon games.",,0,-1,0,15101,12,0,-1,10,0,6020,531974,7806
"Blastenheimer Bullseye","Score a bullseye when launched from the Darkmoon Cannon.",,0,-1,0,15101,2,0,-1,10,0,6021,132177,7813
"Quick Shot","Score a Quick Shot at the Shooting Gallery.",,0,-1,0,15101,11,0,-1,10,0,6022,132383,20534
"Darkmoon Duelist","Win the Darkmoon Deathmatch and receive a Pit Fighter trinket.",,0,-1,0,15101,3,0,-1,10,0,6023,237273,20788
"Darkmoon Dominator","Win the Darkmoon Deathmatch twelve times and receive a Master Pit Fighter trinket.",,0,-1,6023,15101,4,0,-1,20,0,6024,237569,20079
"I Was Promised a Pony","Ride a Darkmoon Pony.",,0,-1,0,15101,10,0,-1,5,0,6025,132261,18224
"Fairegoer's Feast","Consume one of every Darkmoon food and drink.",,0,-1,0,15101,9,0,-1,10,0,6026,134016,18227
"Darkmoon Dungeoneer","Turn in all five dungeon Darkmoon Artifacts.",,0,-1,0,15101,5,0,-1,10,0,6027,133738,20527
"Darkmoon Defender","Turn in all three battleground Darkmoon Artifacts.",,0,-1,0,15101,6,0,-1,10,0,6028,132487,20783
"Darkmoon Despoiler","Turn in all nine Darkmoon Artifacts.",,0,-1,0,15101,7,0,-1,10,0,6029,441145,18309
"Taking the Show on the Road","Launch off Darkmoon Fireworks in every friendly capital city.",,0,-1,0,15101,13,0,1,10,0,6030,134289,20573
"Taking the Show on the Road","Launch off Darkmoon Fireworks in every friendly capital city.",,0,-1,0,15101,14,0,0,10,0,6031,134289,20516
"Faire Favors","Complete at least six profession-based quests at the Darkmoon Faire.",,0,-1,0,15101,8,0,-1,10,6,6032,354435,20192
Occu'thar,"Defeat Occu'thar.",,0,757,0,15075,11,0,-1,10,0,6045,237298,20797
"Red Rider Air Rifle","Proud owner of the 2009 Vintage Winter Veil gift, the Red Rider Air Rifle.",,2048,-1,0,15274,9,0,-1,0,0,6059,133202,20312
"MiniZep Controller","Proud owner of the 2010 Vintage Winter Veil gift, the MiniZep Controller.",,2048,-1,0,15274,10,0,-1,0,0,6060,133202,20424
"Gaudy Winter Veil Sweater","Proud owner of the 2011 Vintage Winter Veil gift, the Gaudy Winter Veil Sweater.",,2048,-1,0,15274,11,0,-1,0,0,6061,133202,20427
"That's Not Canon!","Defeat Mannoroth in Well of Eternity on Heroic Difficulty after dealing enough damage to Mannoroth while Varo'then is still alive to cause him to sacrifice Varo'then to heal himself.",,0,939,0,15067,61,0,-1,10,0,6070,237553,19643
"Minutes to Midnight","Defeat Ultraxion in Dragon Soul on Normal or Heroic Difficulty without any raid member being hit by Hour of Twilight more than once.",,0,967,0,15068,59,0,-1,10,0,6084,136223,19907
"Keep Rollin' Rollin' Rollin'","Kill Ook-Ook after assaulting him with 20 Rolling Brew Barrels in Stormstout Brewery on Heroic Difficulty.",,0,961,0,15106,20,0,-1,10,0,6089,594274,19823
"Deck Defender","Defeat Warmaster Blackhorn on Normal or Heroic Difficulty without allowing any Twilight Barrages to damage the Skyfire.",,0,967,0,15068,60,0,-1,10,0,6105,425959,19483
"Siege of Wyrmrest Temple","Defeat the bosses laying siege to Wyrmrest Temple in the Dragon Soul raid.",,0,-1,0,15068,44,0,-1,10,0,6106,236699,20097
"Fall of Deathwing","Defeat the encounters leading up to the Fall of Deathwing in the Dragon Soul raid.",,0,967,0,15068,45,0,-1,10,0,6107,574788,20103
Alizabal,"Defeat Alizabal.",,0,-1,0,15075,12,0,-1,10,0,6108,574999,20109
"Heroic: Morchok","Defeat Morchok in Dragon Soul on Heroic Difficulty.",,0,967,0,15068,47,0,-1,10,1,6109,574789,20112
"Heroic: Warlord Zon'ozz","Defeat Warlord Zon'ozz in Dragon Soul on Heroic Difficulty.",,0,967,0,15068,48,0,-1,10,1,6110,574794,19903
"Heroic: Yor'sahj the Unsleeping","Defeat Yor'sahj the Unsleeping in Dragon Soul on Heroic Difficulty.",,0,967,0,15068,49,0,-1,10,1,6111,574793,20116
"Heroic: Hagara the Stormbinder","Defeat Hagara the Stormbinder in Dragon Soul on Heroic Difficulty.",,0,967,0,15068,50,0,-1,10,1,6112,574787,20615
"Heroic: Ultraxion","Defeat Ultraxion in Dragon Soul on Heroic Difficulty.",,0,967,0,15068,51,0,-1,10,1,6113,574791,19833
"Heroic: Warmaster Blackhorn","Defeat Warmaster Blackhorn in Dragon Soul on Heroic Difficulty.",,0,967,0,15068,52,0,-1,10,1,6114,574786,19329
"Heroic: Spine of Deathwing","Emerge victorious from the Spine of Deathwing in Dragon Soul on Heroic Difficulty.",,0,967,0,15068,53,0,-1,10,1,6115,574790,20120
"Heroic: Madness of Deathwing","Destroy Deathwing in Dragon Soul on Heroic Difficulty.","Title: Savior of Azeroth",0,967,0,15068,54,0,-1,10,1,6116,574788,19488
"Heroic: End Time","Defeat Murozond in End Time on Heroic Difficulty.",,0,-1,0,15067,19,0,-1,10,0,6117,298656,19499
"Heroic: Well of Eternity","Defeat Mannoroth in Well of Eternity on Heroic Difficulty.",,0,-1,0,15067,20,0,-1,10,0,6118,574792,19502
"Heroic: Hour of Twilight","Defeat Archbishop Benedictus in Hour of Twilight on Heroic Difficulty.",,0,-1,0,15067,21,0,-1,10,0,6119,574795,19505
"Krosus kills (Mythic Nighthold)",,,1,1530,0,15264,106,0,-1,0,0,10972,136243,50879
"Heroic: End Time Guild Run","Defeat Murozond in End Time on Heroic difficulty while in a guild group.",,53248,-1,0,15083,12,0,-1,10,0,6120,298656,19508
"Heroic: Well of Eternity Guild Run","Defeat Mannoroth in Well of Eternity on Heroic difficulty while in a guild group.",,53248,-1,0,15083,13,0,-1,10,0,6121,574792,19511
"Heroic: Hour of Twilight Guild Run","Defeat Archbishop Benedictus in Hour of Twilight on Heroic difficulty while in a guild group.",,53248,-1,0,15083,14,0,-1,10,0,6122,574795,19826
"Dragon Soul Guild Run","Defeat the bosses in Dragon Soul while in a guild group.",,53248,967,0,15087,6,0,-1,10,0,6123,535291,19739
"Ruthless Gladiator","Achieved Ruthless Gladiator title.",,2048,-1,0,15270,18,0,-1,0,0,6124,236543,20601
"Heroic: Deathwing Guild Run","Defeat Deathwing in Dragon Soul on Heroic difficulty while in a guild group.",,61440,967,0,15087,12,0,-1,10,1,6125,574788,20604
"Realm First! Deathwing","First guild on the realm to defeat Deathwing in Dragon Soul on Heroic difficulty while in a guild group.",,63744,967,0,15093,14,0,-1,0,1,6126,574788,20608
"Lazy Eye","Defeat Peroth'arn in Well of Eternity on Heroic Difficulty without any party member being detected by an Eye of Peroth'arn.",,0,939,0,15067,60,0,-1,10,0,6127,237297,20315
"Ping Pong Champion","Bounce the Void of the Unmaking 10 times off of players, and then defeat Warlord Zon'ozz on Normal or Heroic Difficulty.",,0,967,0,15068,56,0,-1,10,0,6128,132886,19323
"Taste the Rainbow!","Experience the following color combinations, and then defeat Yor'sahj the Unsleeping on Normal or Heroic Difficulty.",,0,967,0,15068,57,0,-1,10,0,6129,461790,20619
"Severed Ties","Defeat two Risen Ghouls during Echo of Sylvanas' Calling of the Highborne phase, then defeat the Echo of Sylvanas in End Time on Heroic Difficulty.",,0,938,0,15067,59,0,-1,10,0,6130,236560,19326
"WoW's 8th Anniversary","Logged in during WoW's 8th Anniversary.",,2048,-1,0,15274,34,0,-1,0,0,6131,133783,20537
Eclipse,"Kill 10 Twilight Sparks and then defeat Archbishop Benedictus in Hour of Twilight on Heroic Difficulty.",,0,-1,0,15067,62,0,-1,10,0,6132,132843,19829
"Maybe He'll Get Dizzy...","Defeat the Spine of Deathwing encounter on Normal or Heroic Difficulty after tricking Deathwing into performing the following roll sequence: Left, Right, Left, Right.",,0,967,0,15068,61,0,-1,10,0,6133,574790,19749
"Lava Guard Gordoth kills (Ragefire Chasm)",,,1,389,0,14821,1,0,-1,0,0,6135,136243,19392
"Mutanus the Devourer kills (Wailing Caverns)",,,1,43,0,14821,3,0,-1,0,0,6136,136243,20209
"Aku'mai kills (Blackfathom Deeps)",,,1,48,0,14821,5,0,-1,0,0,6137,136243,19395
"Hogger kills (Stormwind Stockade)",,,1,34,0,14821,6,0,-1,0,0,6138,136243,19667
"Charlga Razorflank kills (Razorfen Kraul)",,,1,47,0,14821,7,0,-1,0,0,6139,136243,19398
"Mekgineer Thermaplugg kills (Gnomeregan)",,,1,90,0,14821,8,0,-1,0,0,6140,136243,19401
"Amnennar the Coldbringer kills (Razorfen Downs)",,,1,129,0,14821,9,0,-1,0,0,6141,136243,19670
"Archaedas kills (Uldaman)",,,1,70,0,14821,12,0,-1,0,0,6142,136243,19752
"Princess Theradras kills (Maraudon)",,,1,349,0,14821,14,0,-1,0,0,6143,136243,19673
"Shade of Eranikus kills (Sunken Temple)",,,1,109,0,14821,15,0,-1,0,0,6144,136243,19411
"Overlord Wyrmthalak kills (Lower Blackrock Spire)",,,1,229,0,14821,18,0,-1,0,0,6145,136243,19408
"King Gordok kills (Dire Maul)",,,1,429,0,14821,19,0,-1,0,0,6146,136243,19492
"Omor the Unscarred kills (Hellfire Ramparts)",,,1,543,0,14822,1,0,-1,0,0,6147,136243,19414
"Archimonde kills (Battle for Mount Hyjal)",,,1,534,0,14822,23,0,-1,0,0,6148,136243,19676
"Murozond kills (End Time)",,,1,938,0,15096,61,0,-1,0,0,6150,298656,19679
"Mannoroth defeats (Well of Eternity)",,,1,939,0,15096,62,0,-1,0,0,6151,574792,19910
"Archbishop Benedictus kills (Hour of Twilight)",,,1,940,0,15096,63,0,-1,0,0,6152,574795,19682
"Morchok kills (Dragon Soul)",,,1,967,0,15096,64,0,-1,0,0,6153,574789,19685
"Morchok Heroic kills (Dragon Soul)",,,1,967,0,15096,65,0,-1,0,0,6154,574789,19404
"Warlord Zon'ozz kills (Dragon Soul)",,,1,967,0,15096,66,0,-1,0,0,6155,574794,19690
"Warlord Zon'ozz Heroic kills (Dragon Soul)",,,1,967,0,15096,67,0,-1,0,0,6156,574794,19695
"Yor'sahj the Unsleeping kills (Dragon Soul)",,,1,967,0,15096,68,0,-1,0,0,6157,574793,19699
"Yor'sahj the Unsleeping Heroic kills (Dragon Soul)",,,1,967,0,15096,69,0,-1,0,0,6158,574793,19755
"Hagara the Stormbinder kills (Dragon Soul)",,,1,967,0,15096,70,0,-1,0,0,6159,574787,19770
"Hagara the Stormbinder Heroic kills (Dragon Soul)",,,1,967,0,15096,71,0,-1,0,0,6160,574787,19495
"Ultraxion kills (Dragon Soul)",,,1,967,0,15096,72,0,-1,0,0,6161,574791,19775
"Ultraxion Heroic kills (Dragon Soul)",,,1,967,0,15096,73,0,-1,0,0,6162,574791,19780
"Unlocked Lunarwing Form (DNT)",,,1048576,-1,0,92,115,0,-1,0,0,11851,136243,59273
"Warmaster Blackhorn Heroic kills (Dragon Soul)",,,1,967,0,15096,75,0,-1,0,0,6164,574786,20436
"Spine of Deathwing victories (Dragon Soul)",,,1,967,0,15096,76,0,-1,0,0,6165,574790,19759
"Spine of Deathwing Heroic victories (Dragon Soul)",,,1,967,0,15096,77,0,-1,0,0,6166,574790,19789
"Deathwing kills (Dragon Soul)",,,1,967,0,15096,78,0,-1,0,0,6167,574788,19793
"Deathwing Heroic kills (Dragon Soul)",,,1,967,0,15096,79,0,-1,0,0,6168,574788,19798
"Glory of the Dragon Soul Raider","Complete the Dragon Soul raid achievements listed below.","Reward: Reins of the Twilight Harbinger",143360,-1,0,168,24,0,-1,25,0,6169,535291,19802
"Alizabal kills (Baradin Hold)",,,1,757,0,15096,80,0,-1,0,0,6170,136243,19820
"Don't Stand So Close to Me","Defeat Morchok in Dragon Soul on Normal or Heroic Difficulty without any two players (three players on 25-player mode) ever being within 5 yards of each other while Morchok is channeling Black Blood of the Earth.",,0,967,0,15068,55,0,-1,10,0,6174,136054,20612
"Holding Hands","Destroy the final Crystal Conductor during Hagara's lightning phase on Normal or Heroic Difficulty, while all players present are part of the final Lightning Conduit.",,0,967,0,15068,58,0,-1,10,0,6175,464077,20212
"Destroyer's End","Defeat Deathwing on Normal or Heroic Difficulty in the Dragon Soul raid.","Title: Destroyer's End",0,967,0,15068,46,0,-1,10,0,6177,575535,8492
"Chromatic Champion","Destroy Deathwing in Dragon Soul on Normal or Heroic Difficulty after beginning the encounter on each Aspect's platform and allowing Deathwing to assault that Aspect:",,0,967,0,15068,62,0,-1,10,0,6180,576138,19386
"Fangs of the Father","Wielder of the Fangs of the Father.",,2048,-1,0,15271,13,0,-1,0,0,6181,537102,8622
"Fangs of the Father - Guild Edition","Wielder of the Fangs of the Father.",,94208,-1,0,15079,24,0,-1,10,1,6182,537102,8145
Murkablo,"Proud owner of Murkablo from the 2011 BlizzCon.",,133120,-1,0,15268,7,0,-1,0,1,6185,528288,4665
"Level 90","Reach level 90.",,2101252,-1,4826,92,11,0,-1,10,0,6193,614740,5852
"Upjade Complete","Complete the Jade Forest storylines listed below.",,0,-1,0,15110,1,0,1,10,0,6300,617825,21345
"Rally the Valley","Complete the Valley of the Four Winds storylines listed below.",,0,-1,0,15110,3,0,-1,10,0,6301,618318,10755
"Hero of the Alliance: Ruthless","End PvP season 10 in the top .5% of the rated battleground ladder.",,14336,-1,0,15270,24,0,1,0,0,6316,236593,19861
"Hero of the Horde: Ruthless","End PvP season 10 in the top .5% of the rated battleground ladder.",,14336,-1,0,15270,25,0,0,0,0,6317,236629,19864
"Ruthless Gladiator's Twilight Drake","Obtain the Ruthless Gladiator's Twilight Drake from Arena Season 10 of Cataclysm.",,2048,-1,0,15269,27,0,-1,0,1,6322,236235,19857
"That Rabbit's Dynamite!","Slay the ferocious Darkmoon Rabbit.",,0,-1,0,15101,15,0,-1,10,1,6332,254857,1975
"Ossirian kills (Ruins of Ahn'Qiraj)",,,1,509,0,14821,21,0,-1,0,0,6337,136243,6646
"Mystically Superior","Equip a superior item in every slot with a minimum item level of 450.",,0,-1,5373,92,38,0,-1,10,0,6348,436749,19934
"Mystically Epic","Equip an epic item in every slot with a minimum item level of 476.",,0,-1,5372,92,43,0,-1,10,0,6349,522866,19951
"To All the Squirrels I Once Caressed?","There are even more critters in Pandaria. They also need /love.",,0,-1,0,92,51,0,-1,10,0,6350,237182,19968
"Explore Jade Forest","Explore Jade Forest, revealing the covered areas of the world map.",,0,-1,0,15113,1,0,-1,10,0,6351,617824,19973
"Zen Master Cook","Obtain 600 skill points in cooking.",,0,-1,4916,170,7,0,-1,10,0,6365,133971,13113
Shado-Pan,"Earn Exalted status with the Shado-Pan.",,0,-1,0,15114,1,0,-1,10,0,6366,645204,19704
"Challenge Conqueror: Bronze","Complete every Challenge Mode dungeon with a rating of Bronze or better.","Title Reward: The Undaunted",2048,-1,0,15277,40,0,-1,0,0,6374,618857,22822
"Challenge Conqueror: Silver","Complete every Challenge Mode dungeon with a rating of Silver or better.","Reward: Ancestral Phoenix Mount",6144,-1,0,15277,41,0,-1,0,0,6375,618860,22832
